Nrun	ID	Time	Size	A	B	Width	Length	Dis	Miss	Azwidth	Alpha
1	006811	15:59:35,749.840.180	47	-214.718	-3509.529	0.937	2.234	24.934	16.345	2.607	0.715
1	006817	15:59:35,791.212.480	58	1.585	60.125	0.699	2.704	32.340	32.087	8.483	1.446
1	006842	15:59:35,938.405.550	546	-1.266	-29.505	1.590	4.339	41.327	18.287	9.802	0.458
1	006849	15:59:35,980.156.130	258	-1.449	35.495	1.153	2.584	37.203	20.160	6.075	0.573
1	006875	15:59:36,082.249.940	327	-7.340	2.912	1.076	3.001	12.882	0.393	2.188	0.031
1	006893	15:59:36,183.965.680	134	0.941	28.827	1.089	2.390	33.554	20.989	4.276	0.676
1	006909	15:59:36,252.130.290	1093	55.328	-210.892	1.697	6.547	7.557	3.811	20.609	0.529
1	006920	15:59:36,303.689.600	296	0.391	-25.549	1.833	3.226	24.618	23.795	11.335	1.312
1	006951	15:59:36,476.482.940	829	-0.076	-17.992	1.999	5.730	18.993	17.940	47.541	1.236
1	006952	15:59:36,479.339.560	61	-2.569	-60.122	1.193	1.551	23.164	21.805	3.088	1.227
1	006960	15:59:36,502.350.640	293	-1.258	39.974	1.472	2.775	34.771	24.875	9.531	0.797
1	006976	15:59:36,601.057.760	46	-2.256	54.458	1.195	1.528	30.331	22.072	2.261	0.815
1	006987	15:59:36,647.260.310	81	-0.576	-20.836	1.435	1.720	19.644	18.057	3.606	1.166
1	007001	15:59:36,703.153.040	94	0.315	11.720	1.235	2.933	22.526	11.178	2.941	0.519
1	007013	15:59:36,753.782.600	63	0.402	1.120	0.986	2.696	8.185	1.039	1.229	0.127
1	007044	15:59:36,928.721.100	348	0.645	-15.759	1.384	5.104	22.010	13.241	11.762	0.646
1	007050	15:59:36,967.078.690	81	2.509	-54.959	1.197	2.301	21.267	20.346	6.461	1.275
1	007070	15:59:37,064.192.460	168	-0.260	27.897	1.706	3.253	27.759	26.999	11.037	1.336
1	007074	15:59:37,087.345.210	1188	0.141	13.258	1.538	9.455	13.138	13.128	109.966	1.532
1	007082	15:59:37,116.284.840	26501	0.506	-25.903	2.128	2.868	24.294	23.116	33.829	1.258
1	007088	15:59:37,153.166.330	95	0.431	-16.002	0.797	2.394	15.054	14.694	8.577	1.352
1	007151	15:59:37,428.607.340	219	2.266	-36.879	1.511	2.846	16.945	14.889	9.448	1.073
1	007156	15:59:37,448.346.250	142	-1.729	-0.080	1.026	4.497	8.105	0.040	1.184	0.005
1	007158	15:59:37,465.090.060	330	0.119	-10.257	1.302	8.581	10.186	10.186	79.641	1.560
1	007162	15:59:37,505.664.930	136	-1.377	-25.793	0.524	7.375	17.556	15.158	53.712	1.042
1	007233	15:59:37,914.180.240	137	-0.251	10.158	1.246	4.801	16.938	9.852	11.666	0.621
1	007256	15:59:38,001.512.380	244	1.306	4.878	1.827	6.520	27.359	2.966	5.501	0.109
1	007277	15:59:38,115.109.080	719	-0.912	3.155	1.747	3.171	37.114	2.331	6.883	0.063
1	007280	15:59:38,145.055.750	106	-2.340	-66.772	0.908	2.028	33.966	26.237	2.492	0.883
1	007282	15:59:38,146.797.760	73	0.110	-5.521	0.724	3.843	16.711	5.488	2.038	0.335
1	007310	15:59:38,261.663.320	411	1.450	-41.957	1.811	4.924	25.222	23.822	17.953	1.236
1	007316	15:59:38,282.854.650	155	-0.172	-1.097	1.132	4.552	5.669	1.082	2.386	0.192
1	007325	15:59:38,300.893.420	244	-0.510	15.226	4.748	8.713	35.639	13.563	32.510	0.390
1	007348	15:59:38,445.334.610	4204	13.882	-264.291	2.367	4.321	22.929	18.989	54.444	0.976
1	007384	15:59:38,620.854.690	134	-6.965	81.772	1.827	9.459	14.323	11.621	36.232	0.946
1	007402	15:59:38,696.043.290	115	0.155	10.401	1.589	2.536	15.778	10.279	4.806	0.709
1	007403	15:59:38,696.780.260	196	-0.633	1.925	1.269	3.470	15.011	1.626	2.728	0.109
1	007408	15:59:38,714.338.620	114	-0.691	28.952	1.041	4.091	24.126	23.821	20.302	1.412
1	007496	15:59:39,141.646.380	51	-0.603	11.907	0.863	2.260	22.141	10.195	1.722	0.478
1	007514	15:59:39,241.401.030	76	-6.321	130.074	0.931	2.009	27.922	20.326	2.827	0.815
1	007521	15:59:39,292.547.180	230	-0.490	10.672	1.512	8.219	32.730	9.584	12.336	0.297
1	007532	15:59:39,371.606.000	145	-0.246	-19.936	1.015	3.011	19.962	19.359	14.470	1.324
1	007544	15:59:39,468.737.320	78	-0.445	9.272	0.795	4.816	15.940	8.472	10.599	0.560
1	007569	15:59:39,591.134.490	42	-1.344	-5.800	1.051	1.946	27.810	3.463	1.131	0.125
1	007588	15:59:39,724.583.150	162	-0.777	-11.178	1.308	2.547	37.719	8.827	3.209	0.236
1	007616	15:59:39,874.524.970	89	-2.573	-20.579	1.529	1.916	13.898	7.456	4.669	0.566
1	007658	15:59:40,092.094.210	137	2.011	3.126	1.175	1.893	10.231	1.392	2.204	0.136
1	007660	15:59:40,101.240.420	141	-1.499	31.378	0.961	4.480	18.007	17.410	23.952	1.313
1	007672	15:59:40,164.710.970	126	0.047	9.023	1.539	11.833	26.851	9.013	14.809	0.342
1	007709	15:59:40,404.031.470	4398	0.523	-24.533	1.735	2.377	23.281	21.743	27.096	1.205
1	007735	15:59:40,543.215.610	41	3.079	49.843	0.924	1.983	16.328	15.397	4.610	1.231
1	007745	15:59:40,603.054.700	115	0.482	-17.705	1.804	4.567	16.006	15.948	23.526	1.486
1	007748	15:59:40,611.884.620	119	2.247	65.532	1.378	1.501	29.852	26.644	3.572	1.103
1	007771	15:59:40,703.269.540	71	0.528	28.600	1.284	1.737	25.293	25.292	4.476	1.569
1	007773	15:59:40,708.496.550	208	1.571	57.858	1.435	2.506	33.506	31.063	7.668	1.187
1	007808	15:59:40,907.173.380	98	-0.333	17.311	1.444	1.608	24.681	16.426	4.116	0.728
1	007813	15:59:40,928.185.150	233	-1.134	-25.416	1.424	2.624	40.663	16.809	3.425	0.426
1	007814	15:59:40,947.641.650	125	0.198	9.366	2.896	12.453	31.722	9.187	22.238	0.294
1	007815	15:59:40,952.755.320	49	7.593	87.134	0.000	2.782	13.655	11.377	7.810	0.985
1	007818	15:59:40,977.434.390	126	0.662	27.465	0.900	4.781	25.291	22.898	22.279	1.132
1	007832	15:59:41,043.615.820	311	-0.327	-11.453	1.325	2.808	24.043	10.887	5.197	0.470
1	007853	15:59:41,146.004.730	300	2.684	-58.260	0.756	3.737	25.000	20.339	11.238	0.950
1	007855	15:59:41,165.767.520	481	0.603	-24.397	1.812	2.702	29.080	20.890	10.830	0.801
1	007965	15:59:41,674.455.460	397	0.731	-31.802	1.191	3.144	25.755	25.675	17.428	1.492
1	007976	15:59:41,732.273.520	235	3.715	133.163	1.466	3.920	36.060	34.615	19.562	1.287
1	007977	15:59:41,743.998.030	400	0.551	8.791	1.615	2.641	8.643	7.699	12.044	1.099
1	007990	15:59:41,852.646.690	1973	0.559	-27.878	2.349	3.847	24.348	24.336	19.918	1.540
1	008034	15:59:42,160.373.300	49	1.210	28.652	1.143	1.630	30.205	18.255	2.026	0.649
1	008039	15:59:42,188.605.490	74	-2.360	40.077	1.641	5.145	19.748	15.635	15.261	0.914
1	008073	15:59:42,405.939.220	273	-1.583	39.632	1.535	2.991	31.053	21.166	7.945	0.750
1	008083	15:59:42,479.782.720	54	-0.132	9.169	1.286	2.236	14.572	9.090	3.201	0.674
1	008088	15:59:42,505.002.990	261	51.288	-483.627	1.537	2.790	34.375	9.428	5.014	0.278
1	008140	15:59:42,754.032.530	75	-3.570	12.364	2.042	5.234	3.340	3.335	21.419	1.517
1	008141	15:59:42,767.268.520	210	1.564	65.311	0.792	4.965	39.175	35.182	22.313	1.115
1	008168	15:59:42,921.834.860	109	-8.684	-231.269	1.588	2.200	30.790	26.457	5.880	1.034
1	008200	15:59:43,081.638.750	73	2.805	8.477	1.041	8.941	6.806	2.847	13.819	0.432
1	008217	15:59:43,194.503.950	49	-0.131	-13.410	1.134	1.660	13.310	13.295	3.371	1.524
1	008229	15:59:43,225.754.690	90	-0.670	-12.820	1.032	2.146	35.442	10.648	1.995	0.305
1	008252	15:59:43,420.176.580	88	5.884	189.352	0.889	1.922	31.848	31.725	4.839	1.483
1	008286	15:59:43,573.266.460	235	9.038	201.368	1.337	6.584	26.860	22.144	38.731	0.969
1	008291	15:59:43,586.730.590	150	0.109	-12.057	1.736	3.173	12.600	11.986	10.651	1.257
1	008300	15:59:43,623.860.300	236	1.829	53.412	1.417	3.595	30.305	25.621	13.751	1.007
1	008306	15:59:43,662.506.370	185	-2.704	-13.464	1.537	2.135	9.454	4.670	4.036	0.517
1	008329	15:59:43,805.578.840	300	1.008	8.771	1.181	4.542	23.881	6.177	5.236	0.262
1	008356	15:59:43,903.329.980	264	-1.844	-62.547	1.914	2.608	31.127	29.819	8.274	1.280
1	008363	15:59:43,916.553.380	212	-0.289	10.716	1.350	4.331	11.925	10.295	16.753	1.042
1	008374	15:59:43,984.889.050	122	-4.607	39.573	1.364	2.663	11.100	8.394	4.289	0.857
1	008380	15:59:44,026.981.100	156	0.313	6.482	4.148	10.189	29.279	6.186	20.559	0.213
1	008390	15:59:44,083.274.190	109	0.312	32.113	1.279	2.775	42.603	30.657	6.117	0.803
1	008410	15:59:44,188.058.530	266	-3.817	-30.903	1.183	6.915	12.434	7.833	21.702	0.681
1	008421	15:59:44,232.897.700	400	-1.673	-62.340	1.756	7.891	33.018	31.990	82.167	1.321
1	008429	15:59:44,263.119.120	221	1.300	18.046	1.998	3.343	27.914	11.006	9.001	0.405
1	008430	15:59:44,268.651.730	72	0.304	8.986	1.044	6.648	11.689	8.598	19.120	0.826
1	008436	15:59:44,313.144.200	92	2.563	17.205	1.257	1.793	27.894	6.254	2.204	0.226
1	008447	15:59:44,359.817.400	174	-0.735	6.099	1.077	2.577	4.916	4.914	7.305	1.544
1	008460	15:59:44,453.201.430	149	0.806	9.044	0.919	8.536	17.920	7.043	14.515	0.404
1	008480	15:59:44,570.555.760	48	-1.064	11.436	0.848	12.791	9.061	7.830	118.036	1.044
1	008488	15:59:44,621.760.020	132	0.577	40.141	1.044	2.264	35.018	34.772	8.770	1.452
1	008544	15:59:44,883.309.030	180	-0.176	30.824	1.079	3.962	31.150	30.355	18.217	1.344
1	008560	15:59:44,992.897.440	100	0.238	-14.785	1.137	3.190	17.596	14.382	7.849	0.957
1	008612	15:59:45,203.865.500	651	-3.268	22.551	2.753	6.289	24.145	6.598	13.227	0.277
1	008617	15:59:45,247.350.010	353	0.738	10.412	0.932	8.306	9.469	8.377	70.731	1.086
1	008632	15:59:45,318.321.480	1440	1.668	-4.904	2.165	6.049	12.082	2.522	12.675	0.210
1	008639	15:59:45,344.304.410	282	-0.656	9.323	0.933	4.247	42.398	7.797	3.324	0.185
1	008642	15:59:45,361.290.520	81	9.708	105.198	1.294	3.979	25.668	10.779	3.517	0.433
1	008656	15:59:45,442.632.650	120	0.654	-11.046	1.182	2.427	28.066	9.247	2.057	0.336
1	008696	15:59:45,658.989.370	67	1.890	-11.174	1.003	2.594	5.476	5.225	8.868	1.267
1	008701	15:59:45,715.270.620	129	1.174	26.308	1.144	2.831	20.199	17.055	9.098	1.005
1	008709	15:59:45,734.537.930	136	1.287	-28.032	0.870	2.076	21.371	17.200	2.596	0.935
1	008712	15:59:45,751.439.060	132	0.228	-4.610	1.193	2.169	20.697	4.494	1.798	0.219
1	008733	15:59:45,838.244.250	114	-2.206	-43.224	1.604	10.682	18.901	17.845	133.304	1.235
1	008736	15:59:45,843.261.440	203	1.738	6.215	2.823	8.024	19.877	3.100	14.347	0.157
1	008741	15:59:45,869.350.660	127	-0.162	-5.451	1.268	3.124	11.411	5.381	3.560	0.491
1	008749	15:59:45,918.116.480	56	-1.995	9.028	0.809	5.516	4.266	4.045	21.669	1.247
1	008844	15:59:46,416.107.970	72	-0.119	5.841	1.531	1.909	7.146	5.800	3.924	0.947
1	008859	15:59:46,505.634.640	59	10.779	13.778	1.510	1.841	9.854	1.273	2.712	0.130
1	008861	15:59:46,514.206.610	76	0.253	9.420	0.852	6.320	11.893	9.133	22.352	0.876
1	008882	15:59:46,602.319.450	787	-8.538	-85.875	1.586	3.492	12.493	9.990	14.119	0.927
1	008886	15:59:46,610.655.700	150	-0.222	12.259	1.098	2.457	12.670	11.966	6.982	1.236
1	008897	15:59:46,655.197.760	453	2.336	49.798	1.879	4.768	33.246	19.601	18.015	0.631
1	008941	15:59:46,916.044.900	792	-0.236	-3.081	1.660	3.559	27.983	2.998	6.142	0.107
1	008942	15:59:46,917.213.240	70	0.119	8.812	1.188	5.035	10.559	8.750	15.879	0.977
1	008958	15:59:46,977.043.970	188	1.054	29.052	1.235	3.906	29.282	19.993	11.550	0.752
1	008964	15:59:47,007.266.900	219	0.480	26.414	1.073	6.356	23.850	23.815	41.005	1.516
1	008980	15:59:47,095.782.950	464	0.551	-19.368	1.363	2.250	16.986	16.962	8.086	1.518
1	008998	15:59:47,183.058.770	123	-0.334	10.470	1.329	8.846	23.520	9.931	18.291	0.436
1	009024	15:59:47,291.332.050	42	-12.027	154.176	0.906	1.852	17.548	12.775	3.305	0.815
1	009036	15:59:47,324.648.410	64	2.079	26.859	1.165	1.915	33.292	11.642	1.979	0.357
1	009058	15:59:47,440.542.540	45	0.794	22.207	1.083	2.004	29.597	17.394	2.822	0.628
1	009062	15:59:47,467.880.310	106	5.103	-38.491	0.784	2.024	15.442	7.403	2.482	0.500
1	009074	15:59:47,513.553.260	448	0.601	-28.200	1.266	4.098	24.726	24.169	15.314	1.358
1	009104	15:59:47,700.735.520	55	-0.132	-1.305	1.144	1.626	9.075	1.294	1.171	0.143
1	009115	15:59:47,734.238.390	1064	1.327	49.594	1.482	5.827	31.023	29.843	45.431	1.294
1	009125	15:59:47,782.904.830	394	0.403	-27.226	1.421	2.621	25.345	25.252	5.052	1.485
1	009130	15:59:47,799.852.220	466	-1.617	7.275	2.483	4.938	14.593	3.827	11.588	0.265
1	009137	15:59:47,841.580.900	83	-5.574	-23.046	0.940	2.863	28.096	4.070	1.115	0.145
1	009164	15:59:47,961.672.660	62	-1.213	0.239	0.852	2.104	11.346	0.152	1.135	0.013
1	009180	15:59:48,020.623.330	217	-0.632	8.546	1.649	6.248	26.695	7.223	7.361	0.274
1	009218	15:59:48,198.776.350	466	0.811	-32.247	1.835	4.573	25.075	25.046	20.112	1.523
1	009221	15:59:48,217.696.310	49	3.891	5.433	0.875	2.225	1.357	1.352	4.971	1.488
1	009258	15:59:48,386.552.730	66	-0.135	3.179	1.043	1.858	34.754	3.150	1.145	0.091
1	009273	15:59:48,439.934.370	62	0.785	19.855	1.019	2.429	31.374	15.618	2.816	0.521
1	009303	15:59:48,619.116.170	64	-1.048	9.686	1.219	10.289	25.107	6.687	7.867	0.270
1	009342	15:59:48,810.887.980	62	-2.955	-66.241	1.103	1.653	39.719	21.233	1.638	0.564
1	009370	15:59:48,935.786.540	152	0.716	7.653	1.742	8.082	14.919	6.224	14.863	0.430
1	009387	15:59:49,044.907.610	98	2.469	83.202	1.162	2.565	36.009	31.239	5.152	1.050
1	009403	15:59:49,087.905.150	255	0.197	15.913	1.341	3.553	15.730	15.612	14.987	1.448
1	009405	15:59:49,096.043.510	2044	-0.421	-9.572	2.503	10.735	15.089	8.824	57.459	0.625
1	009407	15:59:49,100.962.250	140	0.400	-10.319	0.952	1.838	10.466	9.582	3.919	1.157
1	009458	15:59:49,337.369.840	325	1.094	-37.962	0.628	2.415	26.484	25.619	8.165	1.315
1	009472	15:59:49,399.924.710	196	-107.511	-1917.605	1.439	11.024	20.123	17.836	137.453	1.089
1	009508	15:59:49,606.392.830	216	1.958	8.769	1.275	3.140	8.553	3.989	4.814	0.485
1	009509	15:59:49,609.596.140	165	-0.571	30.403	1.526	4.330	31.782	26.402	15.110	0.980
1	009511	15:59:49,612.559.990	103	0.003	-7.234	1.100	20.126	10.390	7.234	234.484	0.770
1	009516	15:59:49,639.540.460	824	-0.952	-13.973	1.864	3.712	13.439	10.119	16.045	0.853
1	009555	15:59:49,861.336.170	387	1.076	-38.266	0.625	4.321	27.169	26.046	20.707	1.282
1	009577	15:59:49,992.228.930	70	-1.056	-39.942	0.997	2.104	31.069	27.461	4.094	1.084
1	009599	15:59:50,076.269.020	142	-7.455	-252.858	1.068	2.885	40.627	33.618	9.013	0.975
1	009610	15:59:50,142.546.580	156	0.660	30.809	1.075	1.730	27.823	25.719	4.386	1.179
1	009615	15:59:50,162.980.690	474	-1.823	6.906	2.524	6.316	23.983	3.322	13.831	0.139
1	009620	15:59:50,182.970.200	298	-4.079	-97.702	1.569	3.846	30.703	23.266	11.912	0.860
1	009625	15:59:50,223.962.550	63	1.194	37.177	1.050	1.766	27.580	23.867	2.725	1.046
1	009636	15:59:50,260.089.980	436	-2.017	-64.080	1.434	4.525	32.385	28.466	22.322	1.074
1	009637	15:59:50,260.306.330	1514	2.203	3.951	2.228	4.432	8.193	1.633	13.592	0.201
1	009658	15:59:50,338.853.850	1573	-0.231	-29.627	1.755	6.661	31.997	28.868	54.885	1.125
1	009659	15:59:50,339.812.500	62	-2.507	-62.929	1.023	1.805	39.156	23.317	1.896	0.638
1	009690	15:59:50,503.461.570	900	-0.680	22.795	1.443	9.737	21.434	18.852	97.906	1.075
1	009703	15:59:50,548.803.760	98	0.152	16.499	1.015	2.627	38.435	16.310	1.644	0.438
1	009721	15:59:50,620.133.100	984	-1.297	-11.652	2.044	5.200	35.141	7.113	10.482	0.204
1	009723	15:59:50,628.243.830	96	-0.180	9.039	1.414	6.045	15.445	8.896	11.871	0.614
1	009749	15:59:50,768.459.280	116	0.581	9.268	2.043	12.249	25.007	8.014	23.754	0.326
1	009772	15:59:50,878.034.610	151	-1.941	-54.126	1.114	3.944	35.661	24.794	8.601	0.769
1	009784	15:59:50,961.588.470	414	0.450	24.323	1.390	2.667	22.317	22.179	9.954	1.460
1	009785	15:59:50,963.904.820	55	-0.132	27.438	1.214	1.526	28.600	27.203	3.161	1.257
1	009788	15:59:50,973.498.220	73	-0.730	-17.837	1.253	2.264	26.677	14.408	2.523	0.571
1	009799	15:59:51,048.037.350	47	0.783	7.306	1.101	1.996	9.862	5.754	2.775	0.623
1	009816	15:59:51,135.480.420	285	0.167	25.115	1.370	7.477	26.062	24.772	61.145	1.255
1	009824	15:59:51,187.356.390	104	-0.325	9.627	1.540	8.823	25.555	9.157	11.816	0.366
1	009833	15:59:51,237.397.280	151	7.773	-108.355	1.210	2.227	21.356	13.826	4.711	0.704
1	009863	15:59:51,402.845.780	64	1.023	10.183	1.624	2.232	26.698	7.117	2.798	0.270
1	009925	15:59:51,705.693.850	192	0.054	8.072	1.416	3.249	13.854	8.061	6.173	0.621
1	009927	15:59:51,713.235.810	88	1.091	10.762	1.066	1.725	19.625	7.273	1.195	0.380
1	009953	15:59:51,865.708.610	101	-1.638	38.854	1.195	2.429	20.292	20.245	8.199	1.503
1	009991	15:59:52,013.516.120	215	0.235	-10.017	1.626	4.065	13.193	9.751	12.230	0.832
1	010006	15:59:52,097.464.130	177	1.416	41.550	1.491	1.709	36.923	23.964	3.418	0.706
1	010014	15:59:52,134.899.720	728	-0.173	-10.973	1.522	6.599	14.947	10.811	37.718	0.809
1	010061	15:59:52,360.594.440	331	0.418	-3.397	1.748	2.364	11.007	3.135	5.145	0.289
1	010079	15:59:52,424.286.750	135	11.740	456.346	1.268	1.595	39.071	38.731	4.478	1.439
1	010087	15:59:52,447.442.520	45	-0.480	-1.608	0.907	2.174	15.858	1.449	1.147	0.092
1	010097	15:59:52,492.842.550	596	0.640	-30.234	1.954	3.679	25.603	25.462	18.113	1.466
1	010111	15:59:52,555.503.450	74	0.357	24.511	0.752	2.333	27.489	23.087	3.375	0.997
1	010129	15:59:52,641.540.460	118	-2.357	12.601	3.269	8.379	14.067	4.921	20.319	0.357
1	010135	15:59:52,689.746.030	318	-0.028	-9.730	1.842	2.436	26.784	9.726	5.623	0.372
1	010138	15:59:52,704.500.200	72	0.861	6.867	1.300	1.757	6.352	5.203	3.374	0.960
1	010193	15:59:52,976.151.910	73	2.637	-22.327	1.113	2.168	10.751	7.917	4.946	0.828
1	010195	15:59:52,983.380.880	319	-0.580	11.043	2.534	3.752	31.920	9.552	10.293	0.304
1	010204	15:59:53,004.460.710	70	0.896	9.065	1.113	15.268	20.701	6.753	27.893	0.332
1	010212	15:59:53,030.019.470	53	-0.687	-7.843	1.227	2.083	16.161	6.463	2.195	0.411
1	010216	15:59:53,066.521.070	48	0.568	9.643	1.541	1.780	23.295	8.385	3.374	0.368
1	010217	15:59:53,068.387.940	842	0.327	19.484	2.376	3.526	20.267	18.519	20.065	1.153
1	010224	15:59:53,104.032.710	485	0.766	-31.370	1.544	3.555	24.927	24.898	26.143	1.523
1	010228	15:59:53,120.258.470	47	-0.553	4.033	1.051	2.423	6.347	3.529	2.194	0.589
1	010232	15:59:53,148.734.930	56	0.032	20.117	0.942	2.652	27.534	20.106	4.090	0.819
1	010236	15:59:53,161.424.360	118	1.465	8.785	1.139	1.677	12.894	4.953	3.281	0.394
1	010259	15:59:53,310.352.610	116	2.503	-22.236	0.873	3.959	8.311	8.250	18.520	1.450
1	010271	15:59:53,363.954.050	83	-2.010	-25.577	1.037	1.691	11.414	11.392	3.374	1.509
1	010273	15:59:53,368.273.770	160	-10.532	141.324	1.415	3.458	13.360	13.358	16.698	1.552
1	010275	15:59:53,376.584.990	86	-0.806	9.495	1.580	6.208	10.684	7.393	21.700	0.764
1	010319	15:59:53,534.337.040	100	-0.697	18.646	0.840	2.097	16.702	15.295	3.959	1.157
1	010332	15:59:53,584.927.150	131	-6.230	-6.988	1.261	1.825	34.630	1.108	2.820	0.032
1	010345	15:59:53,634.153.340	500	-10.149	-323.377	1.546	2.964	41.612	31.708	11.574	0.866
1	010353	15:59:53,657.305.600	82	-0.491	12.699	1.232	2.354	40.924	11.397	1.887	0.282
1	010359	15:59:53,679.135.490	391	2.279	-3.667	1.576	3.153	1.806	1.473	14.984	0.954
1	010389	15:59:53,899.600.940	61	0.738	-14.922	0.873	2.191	13.442	12.003	4.090	1.104
1	010391	15:59:53,905.084.790	202	-0.090	10.613	1.742	8.688	30.106	10.570	14.296	0.359
1	010415	15:59:54,039.937.910	54	-2.180	39.677	1.095	1.708	21.190	16.540	2.577	0.896
1	010450	15:59:54,184.409.290	157	3.390	-6.210	1.218	2.452	26.345	1.757	2.011	0.067
1	010493	15:59:54,403.178.420	84	1.365	49.361	1.364	2.320	31.450	29.166	6.648	1.187
1	010514	15:59:54,480.795.440	78	2.931	-42.031	1.075	2.194	15.019	13.570	6.740	1.128
1	010527	15:59:54,526.326.430	1009	0.630	-28.381	2.775	4.534	24.081	24.011	38.652	1.494
1	010537	15:59:54,610.447.550	167	-2.369	-52.710	1.058	2.536	21.492	20.496	7.612	1.265
1	010547	15:59:54,669.393.460	47	-0.143	24.207	1.090	1.764	38.091	23.964	2.039	0.680
1	010578	15:59:54,814.805.210	1461	-0.396	5.251	2.030	5.525	13.859	4.881	15.089	0.360
1	010596	15:59:54,892.055.600	104	0.456	0.798	1.164	1.805	22.231	0.726	1.620	0.033
1	010610	15:59:54,970.305.150	97	-0.736	-7.303	0.986	2.937	7.530	5.882	7.166	0.896
1	010627	15:59:55,070.429.800	51	-2.767	63.840	1.201	1.493	21.962	21.698	3.284	1.416
1	010652	15:59:55,245.376.370	104	-1.394	44.594	1.251	2.787	29.245	25.991	7.623	1.095
1	010660	15:59:55,270.591.620	256	2.784	33.156	1.654	2.787	21.626	11.207	7.598	0.545
1	010664	15:59:55,314.756.040	212	-6.662	-56.167	1.136	5.059	22.638	8.338	6.357	0.377
1	010667	15:59:55,319.127.950	49	-1.182	14.219	0.927	2.058	9.641	9.186	4.751	1.262
1	010679	15:59:55,399.518.600	384	0.691	-30.215	1.049	3.322	25.059	24.859	13.235	1.445
1	010681	15:59:55,424.849.110	79	1.982	-3.936	0.890	2.289	9.878	1.773	1.530	0.180
1	010698	15:59:55,477.473.260	485	2.109	56.821	1.129	4.429	24.427	24.346	36.901	1.489
1	010719	15:59:55,593.353.680	70	-2.455	-14.368	1.044	6.619	22.805	5.420	3.476	0.240
1	010723	15:59:55,614.197.110	91	0.836	40.272	1.141	2.258	33.490	30.895	6.342	1.175
1	010730	15:59:55,647.210.100	50	0.238	-13.353	1.042	2.013	12.999	12.989	5.043	1.532
1	010741	15:59:55,681.285.680	264	-0.164	-27.750	1.669	3.530	31.240	27.386	12.959	1.069
1	010742	15:59:55,683.245.630	294	0.464	-6.106	1.269	6.486	10.935	5.539	15.943	0.531
1	010756	15:59:55,752.303.860	49	0.048	-7.116	1.041	2.143	13.536	7.108	2.789	0.553
1	010777	15:59:55,904.031.180	107	-5.741	122.498	1.336	2.785	21.059	21.022	9.691	1.511
1	010782	15:59:55,941.739.450	249	24.469	-388.088	1.284	2.370	16.034	15.847	11.651	1.418
1	010801	15:59:56,062.113.760	104	4.601	169.881	1.033	1.999	37.018	36.084	4.234	1.346
1	010832	15:59:56,196.037.620	55	-1.626	-26.538	1.157	2.077	19.483	13.900	4.191	0.794
1	010834	15:59:56,206.753.320	549	0.622	7.169	1.540	4.104	6.504	6.088	18.463	1.211
1	010837	15:59:56,231.885.210	338	1.039	-34.374	1.481	3.821	24.049	23.838	15.044	1.438
1	010883	15:59:56,570.721.090	141	-1.214	13.305	1.063	2.078	17.217	8.458	3.859	0.514
1	010927	15:59:56,823.521.500	146	5.992	8.001	1.420	10.372	32.179	1.317	3.666	0.041
1	010969	15:59:57,006.284.110	85	24.656	162.640	3.367	14.807	6.719	6.591	145.654	1.375
1	010999	15:59:57,177.787.490	71	-2.498	-46.782	1.095	2.788	32.752	17.384	3.330	0.560
1	011022	15:59:57,312.931.970	2430	5.060	8.579	2.438	10.551	21.676	1.663	14.109	0.077
1	011058	15:59:57,507.100.900	581	0.948	-35.081	0.923	4.461	25.579	25.458	15.897	1.473
1	011061	15:59:57,514.672.930	645	-0.435	-15.938	1.767	3.400	32.418	14.615	11.432	0.468
1	011064	15:59:57,550.750.630	150	-0.060	25.324	1.370	2.487	27.674	25.279	5.674	1.152
1	011070	15:59:57,567.981.660	178	0.898	-7.398	2.482	3.236	24.300	5.504	8.434	0.229
1	011100	15:59:57,747.606.990	241	10.547	137.350	1.526	2.994	23.126	12.965	7.046	0.595
1	011141	15:59:58,014.544.070	108	1.377	64.450	0.745	2.959	38.133	37.866	13.230	1.452
1	011152	15:59:58,081.380.510	1495	2.467	-51.367	3.408	4.240	23.197	19.295	18.895	0.982
1	011171	15:59:58,180.852.020	236	1.505	-27.071	1.277	5.638	17.861	14.983	29.527	0.995
1	011188	15:59:58,279.337.370	94	1.125	-9.808	1.629	5.560	22.168	6.517	4.423	0.298
1	011209	15:59:58,374.235.180	638	1.836	-10.150	2.310	3.358	6.027	4.855	12.276	0.937
1	011213	15:59:58,401.790.590	112	-1.102	15.251	1.132	1.621	14.839	10.251	2.495	0.763
1	011222	15:59:58,499.997.130	61	1.998	8.853	0.932	10.635	6.569	3.962	35.749	0.647
1	011291	15:59:58,902.468.930	1221	-3.113	38.111	2.594	7.936	22.784	11.657	43.208	0.537
1	011297	15:59:58,934.344.270	71	0.148	19.862	0.872	1.987	22.843	19.647	4.224	1.035
1	011298	15:59:58,937.313.730	48	-2.765	8.304	1.144	1.613	17.371	2.825	1.155	0.163
1	011353	15:59:59,188.781.600	286	-3.220	30.557	4.608	8.615	22.416	9.062	33.870	0.416
1	011385	15:59:59,384.592.060	6257	1.030	-33.273	1.612	3.207	23.190	23.181	26.376	1.543
1	011404	15:59:59,477.361.200	66	-0.448	9.573	0.812	7.433	18.078	8.736	12.793	0.504
