Nrun	ID	Time	Size	A	B	Width	Length	Dis	Miss	Azwidth	Alpha
1	002136	15:59:12,393.705.170	93	9.166	-108.134	0.682	3.351	12.485	11.727	13.493	1.221
1	002144	15:59:12,424.509.480	290	0.567	42.573	1.450	4.083	38.616	37.033	24.652	1.283
1	002154	15:59:12,512.477.980	525	0.808	-32.395	1.099	4.784	25.211	25.199	23.683	1.540
1	002167	15:59:12,577.891.460	705	-0.901	-7.688	4.801	13.223	20.444	5.711	49.198	0.283
1	002175	15:59:12,637.851.480	136	-0.841	10.168	1.465	6.643	13.873	7.780	16.189	0.595
1	002245	15:59:13,018.326.250	137	0.161	11.524	1.510	4.139	34.100	11.377	4.715	0.340
1	002246	15:59:13,020.220.330	1345	-0.399	32.251	1.932	7.650	30.849	29.958	106.762	1.330
1	002265	15:59:13,092.824.990	77	-1.157	-21.141	0.945	2.727	17.759	13.822	6.081	0.892
1	002293	15:59:13,223.901.790	74	0.023	-7.291	0.884	2.763	18.839	7.289	1.728	0.397
1	002313	15:59:13,325.382.570	161	-6.005	-28.504	1.169	2.138	25.040	4.683	1.399	0.188
1	002314	15:59:13,348.802.860	498	0.540	-17.260	1.566	2.584	32.137	15.186	6.000	0.492
1	002325	15:59:13,403.444.190	77	1.245	5.305	1.294	2.503	19.340	3.321	2.574	0.173
1	002354	15:59:13,556.574.900	265	0.955	28.487	0.825	2.893	31.906	20.603	6.458	0.702
1	002356	15:59:13,582.819.990	232	-3.249	-30.940	1.462	2.663	18.713	9.101	6.480	0.508
1	002361	15:59:13,593.004.710	421	9.222	-15.570	1.429	3.075	11.317	1.679	4.277	0.149
1	002404	15:59:13,794.755.190	148	-0.912	-18.125	1.254	2.786	31.043	13.393	3.982	0.446
1	002426	15:59:13,924.503.930	980	-1.718	12.271	3.215	4.404	23.668	6.174	18.434	0.264
1	002434	15:59:13,953.006.350	91	-0.449	7.535	1.166	2.622	37.493	6.873	1.605	0.184
1	002472	15:59:14,108.681.370	82	20.764	-74.193	1.194	2.586	4.057	3.569	7.376	1.075
1	002477	15:59:14,140.241.500	57	-1.034	1.430	0.820	1.793	28.764	0.995	1.125	0.035
1	002530	15:59:14,363.328.530	135	-0.767	2.885	0.000	2.895	13.662	2.289	0.316	0.168
1	002537	15:59:14,398.220.330	60	-0.020	26.284	1.223	2.176	32.517	26.278	3.763	0.941
1	002563	15:59:14,559.120.470	72	104.164	2842.890	1.291	1.737	28.937	27.291	4.365	1.232
1	002579	15:59:14,639.813.800	1151	5.596	-104.766	2.273	3.248	23.096	18.430	16.001	0.924
1	002586	15:59:14,671.357.290	206	0.285	11.674	1.013	2.495	21.884	11.228	4.126	0.539
1	002609	15:59:14,756.388.280	5988	-0.275	-10.970	4.437	11.354	15.476	10.578	133.033	0.753
1	002617	15:59:14,800.418.810	44	0.636	15.329	1.006	1.973	26.758	12.937	1.990	0.505
1	002644	15:59:14,942.757.070	176	-5.276	30.419	1.176	7.842	22.226	5.665	5.794	0.258
1	002649	15:59:14,962.913.760	781	1.189	-39.200	1.073	4.671	26.703	25.228	15.160	1.237
1	002717	15:59:15,316.191.150	173	-1.071	-20.426	1.264	4.906	28.960	13.940	7.702	0.502
1	002735	15:59:15,406.422.510	82	-0.520	-2.506	0.952	3.027	14.238	2.223	1.409	0.157
1	002749	15:59:15,480.459.910	882	-2.867	-18.162	1.887	4.750	27.090	5.981	8.252	0.223
1	002797	15:59:15,671.260.760	936	-0.330	-22.841	3.769	5.084	21.694	21.689	37.230	1.550
1	002805	15:59:15,694.170.230	203	0.220	10.158	1.836	3.848	14.422	9.920	16.512	0.758
1	002806	15:59:15,703.020.480	69	0.301	-7.981	0.855	2.030	11.077	7.643	3.350	0.761
1	002810	15:59:15,711.537.330	283	-0.028	21.470	1.329	2.670	40.992	21.462	5.315	0.551
1	002827	15:59:15,819.735.110	65	-0.826	6.469	1.140	2.269	16.773	4.988	1.937	0.302
1	002828	15:59:15,836.416.720	139	-5.209	-52.320	0.997	4.660	14.352	9.864	13.395	0.758
1	002846	15:59:15,942.739.350	618	1.072	-37.244	1.630	2.645	25.800	25.400	9.992	1.395
1	002876	15:59:16,088.466.040	343	-1.719	-14.185	1.222	2.725	11.888	7.133	5.868	0.643
1	002905	15:59:16,257.442.220	168	0.019	16.129	0.891	3.970	22.842	16.127	9.592	0.784
1	002917	15:59:16,311.606.840	11830	0.251	-23.541	2.803	7.277	23.360	22.834	102.672	1.358
1	002935	15:59:16,392.490.150	97	-0.708	-9.664	1.133	3.789	12.353	7.887	8.638	0.692
1	002959	15:59:16,529.380.840	68	-18.413	-161.552	0.973	15.913	9.642	8.761	246.094	1.140
1	002962	15:59:16,545.306.930	192	-11.579	-371.165	1.549	2.026	37.510	31.935	6.834	1.019
1	002972	15:59:16,603.488.730	348	0.735	13.955	1.402	4.595	26.520	11.243	7.154	0.438
1	002997	15:59:16,742.898.720	322	4.401	-13.619	1.295	4.593	31.279	3.018	2.511	0.097
1	003000	15:59:16,767.290.910	1241	2.372	2.425	2.086	7.799	14.007	0.942	9.739	0.067
1	003008	15:59:16,806.372.760	127	0.718	-22.295	1.590	9.544	18.765	18.111	122.508	1.306
1	003029	15:59:16,933.826.430	85	-0.362	-20.551	0.919	3.167	19.893	19.327	11.418	1.332
1	003035	15:59:16,969.142.940	224	2.165	-16.022	1.339	2.314	7.409	6.719	9.753	1.136
1	003074	15:59:17,200.404.930	92	1.007	-3.752	1.093	3.241	16.675	2.644	1.653	0.159
1	003090	15:59:17,285.774.730	121	-0.273	-0.381	1.349	2.412	22.508	0.368	2.066	0.016
1	003119	15:59:17,466.358.900	484	-0.071	-18.354	3.031	16.728	18.744	18.307	259.256	1.355
1	003122	15:59:17,478.292.530	346	-2.602	10.686	3.711	10.389	23.389	3.834	13.170	0.165
1	003146	15:59:17,620.018.570	87	1.292	-22.802	1.135	1.692	15.903	13.953	2.864	1.070
1	003181	15:59:17,752.054.540	153	-0.687	-19.890	0.888	2.229	37.645	16.391	2.288	0.450
1	003239	15:59:18,062.061.530	63	-1.061	1.985	0.969	2.214	9.120	1.362	1.181	0.150
1	003248	15:59:18,102.720.960	228	1.019	-25.398	1.431	3.887	19.230	17.792	17.843	1.182
1	003255	15:59:18,140.581.740	63	0.181	-8.401	0.891	2.182	12.916	8.266	2.828	0.694
1	003294	15:59:18,330.716.470	84	1.463	18.738	1.320	2.719	12.433	10.573	5.899	1.017
1	003320	15:59:18,498.132.180	211	-2.007	14.209	2.218	11.089	18.668	6.336	35.983	0.346
1	003326	15:59:18,517.530.190	133	0.087	21.623	1.408	3.204	40.308	21.542	5.916	0.564
1	003332	15:59:18,543.921.630	54	2.342	11.144	1.021	20.404	13.534	4.376	46.084	0.329
1	003344	15:59:18,620.831.240	128	1.002	4.816	0.924	2.555	17.589	3.402	1.445	0.195
1	003350	15:59:18,629.824.100	1336	1.504	-19.984	1.777	5.319	24.379	11.065	19.367	0.471
1	003361	15:59:18,694.770.470	149	13.624	337.102	1.109	1.738	25.410	24.678	4.405	1.330
1	003445	15:59:19,068.406.090	105	0.099	-5.133	0.980	3.097	24.310	5.108	1.271	0.212
1	003464	15:59:19,137.538.800	268	0.517	44.751	0.997	2.085	39.766	39.750	7.510	1.542
1	003490	15:59:19,255.930.390	233	-2.645	12.188	2.323	11.774	22.169	4.310	15.942	0.196
1	003510	15:59:19,364.978.760	46	-0.778	9.707	1.527	9.660	11.852	7.660	38.347	0.703
1	003512	15:59:19,370.107.700	14043	0.745	-30.893	1.762	2.488	24.853	24.779	15.376	1.493
1	003516	15:59:19,397.616.420	218	-0.536	-13.436	1.307	3.511	12.710	11.843	13.602	1.199
1	003530	15:59:19,455.698.800	77	0.534	9.104	0.153	12.986	13.395	8.029	45.887	0.643
1	003539	15:59:19,492.195.950	85	-0.053	-13.219	1.144	2.015	26.478	13.200	2.949	0.522
1	003553	15:59:19,554.444.800	526	14.396	-0.937	1.278	4.090	20.358	0.065	3.429	0.003
1	003564	15:59:19,576.337.650	192	0.372	-18.682	1.653	3.059	17.518	17.512	9.983	1.544
1	003585	15:59:19,685.406.780	357	0.302	2.799	1.814	2.623	32.583	2.679	5.506	0.082
1	003606	15:59:19,826.510.060	495	4.745	-7.247	1.744	2.924	2.513	1.494	9.184	0.637
1	003624	15:59:19,917.074.020	187	-0.440	-21.820	1.375	3.609	29.837	19.973	6.929	0.733
1	003635	15:59:19,971.197.740	52	0.903	-12.651	1.027	1.867	9.405	9.391	5.026	1.515
1	003702	15:59:20,272.016.370	211	1.717	0.899	1.058	3.093	17.322	0.453	1.024	0.026
1	003721	15:59:20,358.456.370	74	-0.302	22.624	0.898	2.489	27.229	21.657	4.715	0.920
1	003731	15:59:20,423.801.560	438	1.588	7.507	2.353	4.225	30.277	4.000	10.260	0.133
1	003784	15:59:20,631.011.800	76	0.710	45.006	1.234	2.152	38.317	36.691	4.487	1.278
1	003820	15:59:20,812.680.480	361	-0.087	2.999	1.399	3.500	35.119	2.988	2.886	0.085
1	003824	15:59:20,826.038.080	104	-0.313	9.268	1.643	9.195	27.103	8.844	15.505	0.332
1	003868	15:59:21,082.176.130	1575	4.943	-15.490	4.115	5.000	13.401	3.072	32.508	0.231
1	003887	15:59:21,171.254.290	71	-0.101	7.747	0.965	1.874	8.612	7.709	2.982	1.109
1	003891	15:59:21,190.716.210	627	3.296	64.996	3.114	4.329	20.924	18.872	22.828	1.124
1	003893	15:59:21,207.712.030	55	1.406	-2.047	1.193	1.484	25.570	1.186	1.125	0.046
1	003907	15:59:21,283.266.260	49	-0.167	-20.002	1.124	1.572	19.732	19.728	3.369	1.551
1	003923	15:59:21,368.178.850	48	0.388	3.866	1.224	1.983	23.546	3.604	1.708	0.154
1	003932	15:59:21,402.173.930	67	-4.961	-11.403	1.077	2.321	7.058	2.253	1.602	0.325
1	003937	15:59:21,420.904.480	84	-2.711	8.795	0.954	5.672	20.198	3.044	1.611	0.151
1	003947	15:59:21,515.402.890	1510	1.706	-42.409	2.052	3.308	23.719	21.445	14.974	1.129
1	003975	15:59:21,680.135.200	184	-3.800	-111.233	1.697	3.238	42.877	28.307	8.552	0.721
1	003988	15:59:21,780.791.430	400	0.893	-33.503	1.813	4.465	25.678	24.990	18.202	1.339
1	004018	15:59:21,976.975.780	160	0.146	25.062	1.403	3.180	26.701	24.798	11.435	1.191
1	004020	15:59:21,985.172.150	119	-0.792	9.441	1.199	5.678	17.944	7.401	7.675	0.425
1	004026	15:59:22,008.138.390	69	1.066	15.037	0.966	2.484	24.781	10.285	2.469	0.428
1	004042	15:59:22,087.599.120	75	0.107	9.427	1.429	15.204	28.074	9.373	23.858	0.340
1	004053	15:59:22,152.467.780	117	0.250	28.779	0.793	2.104	28.277	27.922	5.008	1.412
1	004070	15:59:22,218.900.270	537	-0.738	-0.183	1.947	3.749	2.745	0.147	7.729	0.054
1	004082	15:59:22,276.491.800	99	0.040	28.247	0.964	2.253	31.168	28.225	6.306	1.133
1	004086	15:59:22,291.038.490	174	0.064	-2.008	1.499	2.878	6.761	2.004	4.895	0.301
1	004100	15:59:22,373.360.500	82	-1.024	-5.937	1.252	3.684	8.858	4.147	4.309	0.487
1	004102	15:59:22,381.437.540	87	1.714	-15.075	1.103	3.594	8.695	7.596	10.160	1.063
1	004106	15:59:22,424.879.780	72	-1.217	9.390	0.700	12.250	26.565	5.961	7.588	0.226
1	004115	15:59:22,456.381.690	81	0.402	-3.597	1.298	1.993	14.575	3.338	1.758	0.231
1	004120	15:59:22,506.265.990	244	0.402	-16.423	1.310	5.009	19.164	15.238	18.713	0.919
1	004123	15:59:22,516.211.500	57	-0.463	9.523	1.229	7.924	12.777	8.641	25.511	0.743
1	004155	15:59:22,673.678.630	105	0.521	34.747	1.259	2.047	30.852	30.816	4.495	1.523
1	004185	15:59:22,817.192.500	85	-4.939	-24.150	1.052	3.615	21.479	4.793	2.006	0.225
1	004189	15:59:22,854.966.910	45	1.310	26.077	1.138	1.687	28.057	15.825	1.846	0.599
1	004197	15:59:22,896.471.000	95	-3.418	52.676	1.037	1.648	20.222	14.790	2.087	0.820
1	004211	15:59:22,952.228.720	85	-4.194	9.905	1.183	10.197	27.850	2.298	2.217	0.083
1	004226	15:59:23,019.164.570	531	0.445	1.851	2.721	4.965	19.964	1.691	11.485	0.085
1	004237	15:59:23,067.478.230	69	-0.220	-5.042	1.150	1.518	29.438	4.924	1.140	0.168
1	004249	15:59:23,135.437.510	257	3.702	53.257	1.121	4.173	22.227	13.890	12.208	0.675
1	004283	15:59:23,259.797.620	71	0.221	9.338	1.895	16.498	28.656	9.119	27.670	0.324
1	004316	15:59:23,393.293.600	320	-3.562	-49.332	1.511	10.460	22.427	13.335	87.834	0.637
1	004333	15:59:23,487.937.630	86	0.546	8.212	1.780	9.405	15.500	7.209	18.387	0.484
1	004341	15:59:23,517.734.310	69	21.072	-217.628	1.253	1.920	24.474	10.316	1.962	0.435
1	004358	15:59:23,588.307.410	1252	0.468	16.475	1.866	5.465	25.601	14.922	19.989	0.622
1	004377	15:59:23,748.462.190	72	1.310	26.221	1.154	1.648	28.484	15.907	1.821	0.593
1	004382	15:59:23,773.660.310	81	-6.215	-77.598	1.406	3.431	16.613	12.328	7.920	0.836
1	004439	15:59:24,003.059.940	206	0.090	15.599	1.133	4.315	33.379	15.537	6.619	0.484
1	004485	15:59:24,207.454.920	55	-2.412	-64.648	1.179	1.599	24.842	24.755	3.360	1.487
1	004490	15:59:24,225.815.250	104	2.751	10.363	1.012	2.621	16.119	3.540	1.819	0.221
1	004513	15:59:24,311.928.240	170	1.454	12.077	3.078	6.319	28.773	6.843	12.460	0.240
1	004526	15:59:24,395.398.490	109	0.302	-11.018	1.646	1.796	10.816	10.547	4.042	1.347
1	004562	15:59:24,624.635.770	89	0.893	38.036	0.741	3.315	34.325	28.364	10.497	0.973
1	004566	15:59:24,642.418.150	140	0.924	-14.363	1.502	2.395	13.132	10.550	5.759	0.933
1	004592	15:59:24,736.217.470	49	-0.323	9.199	1.229	9.821	18.256	8.754	18.879	0.500
1	004627	15:59:24,900.829.810	100	0.742	10.438	1.270	1.665	19.011	8.384	2.821	0.457
1	004630	15:59:24,917.343.320	160	6.097	-36.029	0.681	2.200	25.784	5.832	1.603	0.228
1	004632	15:59:24,923.597.170	73	10.880	205.192	1.357	1.935	22.235	18.780	3.777	1.006
1	004633	15:59:24,924.620.910	77	7.597	107.011	0.000	2.337	25.259	13.966	3.440	0.586
1	004634	15:59:24,926.578.120	80	0.652	26.777	1.141	2.379	22.460	22.429	6.732	1.518
1	004684	15:59:25,195.843.670	50	0.686	8.997	0.771	10.597	20.252	7.419	13.105	0.375
1	004719	15:59:25,353.219.500	333	0.746	33.063	1.685	2.599	27.708	26.501	13.071	1.274
1	004722	15:59:25,367.481.140	57	-2.687	-76.028	1.029	1.801	30.478	26.517	2.757	1.055
1	004732	15:59:25,411.992.350	162	-0.818	9.786	3.020	11.291	33.503	7.573	17.241	0.228
1	004747	15:59:25,467.741.860	101	-0.801	5.765	0.948	2.170	38.619	4.499	1.228	0.117
1	004780	15:59:25,626.614.630	1083	-2.857	73.400	2.297	3.279	33.496	24.248	17.502	0.809
1	004791	15:59:25,692.087.070	840	-0.296	12.063	1.730	3.949	23.702	11.565	11.386	0.510
1	004810	15:59:25,769.585.570	133	0.754	2.827	1.466	2.056	14.566	2.257	3.413	0.156
1	004813	15:59:25,780.511.850	327	-64.576	-2300.752	1.485	1.948	35.626	35.624	7.241	1.560
1	004879	15:59:26,084.775.130	58	-2.176	14.586	1.035	3.707	8.230	6.090	8.983	0.833
1	004882	15:59:26,094.804.960	85	-1.937	22.621	1.021	2.827	22.396	10.378	2.895	0.482
1	004942	15:59:26,386.859.820	116	0.369	-4.877	1.068	1.994	6.239	4.575	3.418	0.823
1	004946	15:59:26,408.698.150	528	-1.192	-32.579	1.993	8.598	26.233	20.938	88.699	0.924
1	004947	15:59:26,410.293.240	366	-9.433	-81.831	3.191	7.551	16.087	8.626	31.392	0.566
1	004954	15:59:26,434.437.590	142	1.038	-20.874	1.265	2.699	14.978	14.483	9.957	1.313
1	004957	15:59:26,437.687.360	204	0.395	6.976	1.632	8.796	26.270	6.487	9.828	0.250
1	004987	15:59:26,627.097.240	152	6.813	-59.119	3.288	4.009	12.710	8.586	14.549	0.742
1	004991	15:59:26,664.333.660	2970	0.141	26.192	2.415	12.424	34.511	25.935	133.315	0.850
1	004993	15:59:26,673.282.310	115	0.150	-12.487	1.157	2.519	18.491	12.349	3.564	0.731
1	005063	15:59:26,972.516.420	95	5.259	-78.233	0.626	4.662	14.943	14.614	22.665	1.360
1	005068	15:59:26,998.406.290	71	7.598	-52.182	0.000	2.820	10.842	6.809	4.437	0.679
1	005078	15:59:27,038.933.320	94	4.580	-31.224	1.276	2.164	16.605	6.661	1.979	0.413
1	005079	15:59:27,046.214.270	61	-0.275	8.597	1.002	2.678	8.301	8.291	9.229	1.520
1	005085	15:59:27,095.447.600	95	1.571	-18.869	0.962	1.698	13.057	10.131	2.283	0.888
1	005115	15:59:27,255.025.030	64	1.303	-22.607	1.152	1.591	18.711	13.763	2.343	0.827
1	005131	15:59:27,351.962.610	136	1.016	52.620	1.228	5.308	38.903	36.910	23.416	1.249
1	005133	15:59:27,367.841.180	124	0.846	42.364	1.094	2.366	38.935	32.348	6.709	0.981
1	005154	15:59:27,482.862.140	203	-0.081	-12.255	1.274	4.582	17.092	12.215	12.986	0.796
1	005193	15:59:27,673.550.650	64	7.599	286.315	0.000	2.905	37.370	37.358	11.242	1.545
1	005196	15:59:27,681.967.800	195	-1.880	1.138	1.174	3.209	11.719	0.535	2.409	0.046
1	005205	15:59:27,709.313.720	105	-0.233	-8.840	1.341	2.504	11.485	8.610	4.186	0.848
1	005212	15:59:27,750.785.740	90	-0.048	-16.421	1.292	2.841	26.307	16.402	5.176	0.673
1	005215	15:59:27,756.472.390	249	1.721	6.199	1.614	6.583	29.630	3.115	4.696	0.105
1	005222	15:59:27,793.034.190	148	-0.236	-18.147	0.893	3.036	34.694	17.660	4.865	0.534
1	005233	15:59:27,845.896.920	183	0.614	19.897	1.794	2.718	24.947	16.956	7.789	0.747
1	005249	15:59:27,915.423.590	505	1.678	-41.068	2.576	4.151	23.247	21.022	16.470	1.130
1	005285	15:59:28,073.961.390	76	0.677	9.182	1.004	8.763	14.883	7.602	20.590	0.536
1	005291	15:59:28,112.960.910	82	-2.118	9.205	1.672	11.800	32.373	3.931	5.655	0.122
1	005319	15:59:28,226.089.500	100	-0.004	9.537	1.083	13.464	28.738	9.537	18.664	0.338
1	005334	15:59:28,292.230.160	368	-0.487	29.040	1.526	2.621	26.138	26.113	9.697	1.527
1	005337	15:59:28,296.614.980	93	1.987	73.494	1.064	2.270	33.214	33.039	7.695	1.468
1	005343	15:59:28,314.033.610	350	0.855	2.878	1.708	2.636	14.561	2.187	5.487	0.151
1	005352	15:59:28,357.613.590	243	-1.397	39.485	1.258	6.711	25.309	22.987	39.650	1.139
1	005401	15:59:28,659.877.070	66	-0.553	5.259	1.254	2.046	40.215	4.601	1.623	0.115
1	005416	15:59:28,758.179.330	202	7.700	-154.124	1.645	2.627	24.424	19.849	6.718	0.949
1	005424	15:59:28,806.211.570	879	0.492	10.591	1.387	6.159	12.347	9.503	36.852	0.878
1	005427	15:59:28,817.664.770	127	-1.466	-16.895	0.773	2.253	23.237	9.521	2.522	0.422
1	005436	15:59:28,872.121.490	71	-1.716	10.149	1.247	8.902	11.002	5.110	17.942	0.483
1	005461	15:59:29,003.124.600	482	0.106	0.850	2.016	5.091	29.478	0.845	9.519	0.029
1	005464	15:59:29,012.151.950	165	0.165	6.373	1.280	2.651	34.096	6.288	2.668	0.185
1	005475	15:59:29,074.369.790	443	184.847	-2902.206	1.114	8.151	24.377	15.700	28.789	0.700
1	005513	15:59:29,221.194.340	42	2.897	-28.997	0.954	2.038	18.708	9.462	2.171	0.530
1	005554	15:59:29,489.842.480	185	-5.768	-30.056	1.216	3.574	16.282	5.134	3.126	0.321
1	005599	15:59:29,722.939.770	161	1.323	9.605	1.264	11.698	29.429	5.792	9.117	0.198
1	005602	15:59:29,729.328.960	20135	-1.171	0.536	2.245	7.285	22.265	0.348	14.119	0.016
1	005640	15:59:29,919.627.490	68	-0.127	-12.956	0.922	1.967	29.955	12.852	1.546	0.443
1	005662	15:59:30,018.653.500	115	0.655	3.869	1.279	2.457	16.798	3.236	2.757	0.194
1	005694	15:59:30,167.840.240	115	-0.119	-29.821	1.418	1.572	29.699	29.613	3.750	1.494
1	005720	15:59:30,317.649.840	372	-0.152	7.135	2.098	3.415	13.287	7.054	11.253	0.560
1	005758	15:59:30,521.044.500	68	-1.076	-24.837	1.274	1.938	33.092	16.909	1.994	0.536
1	005773	15:59:30,587.701.460	106	-0.167	29.392	1.287	11.500	28.989	28.989	134.414	1.569
1	005784	15:59:30,650.334.540	168	-0.685	19.614	1.171	1.793	34.244	16.183	3.313	0.492
1	005791	15:59:30,696.781.910	758	0.183	0.706	1.801	3.662	25.532	0.695	6.591	0.027
1	005828	15:59:30,910.402.620	50	1.248	28.874	1.154	1.514	30.145	18.058	1.978	0.642
1	005850	15:59:31,021.246.650	1454	0.684	-16.944	2.872	6.867	14.914	13.984	72.747	1.216
1	005867	15:59:31,100.318.700	173	-0.246	4.728	2.453	4.549	37.427	4.592	7.488	0.123
1	005892	15:59:31,187.611.960	70	0.798	-9.157	1.105	2.689	8.942	7.159	5.306	0.928
1	005895	15:59:31,200.803.210	117	-66.352	-105.595	1.224	2.548	24.487	1.591	2.632	0.065
1	005898	15:59:31,217.249.450	130	0.982	8.610	1.721	13.101	21.422	6.144	12.997	0.291
1	005906	15:59:31,271.554.840	219	1.368	-23.099	1.184	2.008	21.032	13.633	3.974	0.705
1	005922	15:59:31,322.994.600	130	0.150	9.561	1.138	2.356	13.733	9.455	4.006	0.759
1	005943	15:59:31,451.792.580	110	8.125	2.218	2.342	9.487	11.887	0.271	6.320	0.023
1	005955	15:59:31,501.321.960	2710	0.846	-30.925	2.022	2.791	23.858	23.611	18.713	1.427
1	006002	15:59:31,748.814.430	356	-0.384	23.398	1.143	5.537	24.516	21.843	40.098	1.099
1	006023	15:59:31,844.867.600	64	0.692	9.143	1.384	11.385	15.388	7.520	27.375	0.511
1	006034	15:59:31,893.618.730	77	6.457	92.364	0.831	3.697	24.412	14.137	5.954	0.618
1	006040	15:59:31,920.606.020	99	-0.096	8.917	1.754	12.357	28.042	8.876	14.950	0.322
1	006077	15:59:32,132.886.700	64	-24.853	-889.018	1.056	7.427	37.449	35.742	42.765	1.268
1	006099	15:59:32,208.949.170	371	0.035	3.272	1.851	2.102	35.857	3.270	5.874	0.091
1	006101	15:59:32,221.322.260	128	2.556	-5.699	1.845	3.406	16.702	2.077	6.453	0.125
1	006124	15:59:32,345.460.440	84	-1.050	-7.497	1.059	2.668	16.145	5.170	2.342	0.326
1	006157	15:59:32,537.476.500	113	0.923	11.089	1.179	2.066	25.273	8.151	2.752	0.328
1	006158	15:59:32,548.370.210	193	-1.498	-38.242	1.330	2.158	21.349	21.234	7.420	1.467
1	006163	15:59:32,576.810.300	530	-3.597	49.216	2.251	16.395	14.501	13.182	167.249	1.141
1	006172	15:59:32,633.806.090	292	0.852	3.851	1.208	6.462	14.860	2.931	4.216	0.199
1	006187	15:59:32,730.690.650	134	1.009	37.653	1.246	3.006	26.890	26.503	11.643	1.401
1	006188	15:59:32,735.516.010	62	1.353	31.372	0.975	1.930	20.326	18.644	3.047	1.161
1	006194	15:59:32,792.523.710	87	-2.879	-100.776	1.192	2.532	34.879	33.070	7.312	1.247
1	006200	15:59:32,809.637.930	85	-1.278	-22.244	1.298	1.934	13.749	13.709	4.434	1.495
1	006245	15:59:33,018.911.230	65	-1.095	9.438	1.357	6.937	18.487	6.363	6.753	0.351
1	006250	15:59:33,037.539.670	91	2.624	8.681	1.121	8.580	27.341	3.091	3.648	0.113
1	006260	15:59:33,063.717.920	266	-2.554	-93.466	1.401	2.906	35.571	34.074	9.711	1.280
1	006338	15:59:33,438.157.130	92	0.635	6.167	0.726	5.275	8.531	5.206	10.517	0.656
1	006343	15:59:33,455.112.310	2162	-1.663	9.538	1.861	3.031	21.514	4.914	8.907	0.230
1	006349	15:59:33,472.091.050	268	3.164	14.947	4.248	9.008	17.442	4.504	34.539	0.261
1	006364	15:59:33,603.799.330	65	-0.035	-7.656	1.226	24.030	21.072	7.652	61.157	0.372
1	006375	15:59:33,645.877.520	231	1.693	-16.752	1.107	3.907	18.226	8.521	4.990	0.486
1	006384	15:59:33,701.630.530	76	3.199	78.939	1.449	1.881	35.046	23.551	3.113	0.737
1	006400	15:59:33,788.735.120	128	-0.533	-15.222	1.459	3.621	15.343	13.436	11.030	1.067
1	006403	15:59:33,796.523.790	324	-3.528	52.600	3.413	5.024	16.264	14.346	32.555	1.080
1	006412	15:59:33,864.722.880	818	0.444	40.721	1.300	5.772	37.484	37.214	50.704	1.451
1	006413	15:59:33,868.684.770	93	0.293	25.397	0.824	1.677	35.115	24.372	2.700	0.767
1	006455	15:59:34,058.510.520	78	0.030	22.116	0.926	2.714	35.296	22.106	3.734	0.677
1	006465	15:59:34,120.066.220	79	-0.366	8.885	2.673	11.354	27.588	8.343	18.236	0.307
1	006477	15:59:34,179.798.690	542	-1.474	21.440	1.682	5.017	14.823	12.035	22.598	0.947
1	006526	15:59:34,397.712.890	423	-0.838	8.834	1.392	4.053	6.783	6.770	20.237	1.509
1	006573	15:59:34,637.250.840	75	0.552	3.766	0.785	2.895	26.488	3.297	1.115	0.125
1	006596	15:59:34,730.738.600	132	3.368	4.125	2.696	7.386	26.399	1.174	11.101	0.044
1	006602	15:59:34,773.730.740	701	0.954	15.289	1.448	3.925	11.167	11.062	28.878	1.434
1	006631	15:59:34,914.614.410	116	-0.733	9.505	1.721	6.182	12.448	7.666	18.283	0.663
1	006636	15:59:34,925.697.560	65	-2.488	-31.245	1.246	1.439	33.860	11.651	1.376	0.351
1	006651	15:59:35,004.036.840	454	-19.755	-74.769	1.590	9.675	21.176	3.780	8.679	0.179
1	006654	15:59:35,024.945.130	78	-4.760	-45.308	0.893	2.982	10.146	9.316	10.613	1.163
1	006660	15:59:35,047.617.890	178	-1.563	-13.986	1.272	3.673	8.746	7.538	16.288	1.039
1	006663	15:59:35,081.926.800	90	1.215	8.666	1.212	7.889	10.209	5.507	14.966	0.570
1	006664	15:59:35,084.752.160	268	0.534	-27.627	2.094	4.121	24.573	24.372	17.961	1.443
1	006672	15:59:35,131.100.170	174	-6.316	-129.265	1.128	2.490	20.498	20.215	11.523	1.404
1	006678	15:59:35,164.298.240	335	0.287	4.825	1.429	3.476	31.279	4.639	4.993	0.149
1	006695	15:59:35,244.927.540	63	0.640	16.278	1.032	2.080	21.952	13.711	2.713	0.675
1	006717	15:59:35,312.572.720	1142	0.534	-27.825	1.559	4.352	24.549	24.549	33.440	1.566
1	006753	15:59:35,495.297.200	75	1.204	34.235	0.989	1.862	27.035	21.872	2.274	0.942
1	006762	15:59:35,531.552.290	50	-3.023	46.111	0.729	2.531	19.465	14.481	5.319	0.839
1	006764	15:59:35,533.279.520	146	0.610	-1.272	1.203	2.339	14.025	1.086	3.037	0.078
1	006782	15:59:35,630.591.730	61	-1.167	23.173	0.819	2.207	19.253	15.079	3.473	0.900
1	006789	15:59:35,649.027.440	395	0.797	-4.447	1.729	3.079	19.895	3.478	6.195	0.176
1	006802	15:59:35,702.642.190	284	13.832	313.948	1.481	3.161	23.160	22.639	13.293	1.358
1	006808	15:59:35,740.183.930	300	1.214	47.344	1.281	2.099	30.945	30.103	8.724	1.337
1	006810	15:59:35,747.694.450	946	-0.116	-17.879	4.328	4.982	22.447	17.761	44.354	0.913
