Nrun	ID	Time	Size	A	B	Width	Length	Dis	Miss	Azwidth
1	005037	11:12:41,496.409.340	269	-4.924	-91.955	1.501	6.127	18.301	18.300	48.209
1	005040	11:12:41,529.810.830	77	0.728	-17.569	1.126	1.980	18.128	14.204	3.362
1	005048	11:12:41,642.925.360	70	-1.817	16.686	1.409	2.328	10.068	8.044	4.808
1	005061	11:12:41,817.021.650	383	0.546	-38.377	1.195	4.724	34.643	33.679	14.634
1	005070	11:12:41,887.775.980	422	0.488	-37.216	2.168	2.549	34.324	33.441	11.164
1	005085	11:12:42,093.993.920	306	-0.544	-7.253	1.288	5.746	17.403	6.372	9.003
1	005093	11:12:42,206.727.070	337	-0.514	-3.853	1.616	3.509	20.498	3.428	5.832
1	005098	11:12:42,305.175.920	256	-0.415	14.300	1.444	4.263	25.865	13.210	9.563
1	005100	11:12:42,357.670.360	54	0.645	1.107	0.962	1.952	2.601	0.931	1.656
1	005102	11:12:42,392.149.950	1179	-1.503	15.635	3.000	4.130	33.343	8.661	13.445
1	005105	11:12:42,424.727.870	235	38.891	392.874	1.300	6.017	14.467	10.099	18.482
1	005109	11:12:42,489.661.590	78	0.435	13.014	1.185	1.853	20.520	11.935	2.642
1	005112	11:12:42,524.112.450	187	-4.924	30.671	1.468	6.264	16.487	6.104	8.459
1	005119	11:12:42,591.224.690	129	1.011	42.330	1.050	4.767	29.781	29.767	22.891
1	005129	11:12:42,717.782.650	77	1.057	-7.863	0.869	2.462	10.885	5.405	2.038
1	005130	11:12:42,721.868.850	313	-6.017	-119.812	2.463	4.186	23.018	19.644	17.357
1	005133	11:12:42,777.977.420	642	-1.099	-12.463	1.975	5.074	31.113	8.389	10.751
1	005138	11:12:42,858.142.630	171	0.565	1.617	1.115	3.949	10.623	1.408	2.327
1	005151	11:12:43,009.217.610	76	0.704	-30.509	1.124	2.486	25.244	24.943	7.191
1	005165	11:12:43,131.139.090	445	-0.325	25.097	1.637	4.487	30.404	23.870	17.431
1	005169	11:12:43,183.729.720	53	-0.119	-3.201	1.160	1.629	23.414	3.179	1.160
1	005175	11:12:43,222.081.400	212	-0.256	23.386	2.254	4.474	23.600	22.654	23.095
1	005184	11:12:43,314.985.460	192	1.726	-31.470	1.684	2.645	24.616	15.779	6.862
1	005200	11:12:43,524.004.460	1457	0.206	-27.970	2.491	2.783	34.295	27.396	16.128
1	005203	11:12:43,535.643.460	183	3.228	-31.220	0.969	2.331	14.213	9.237	4.166
1	005216	11:12:43,649.306.120	61	7.215	12.118	1.269	1.930	12.957	1.664	1.662
1	005217	11:12:43,663.950.170	56	3.196	5.910	1.240	2.002	11.106	1.765	1.925
1	005223	11:12:43,720.372.350	153	0.174	11.698	1.411	3.369	12.765	11.525	9.640
1	005231	11:12:43,842.655.220	278	8.886	-114.013	2.953	4.295	26.145	12.750	12.431
1	005248	11:12:44,022.132.900	163	0.363	-3.664	1.408	3.298	3.716	3.444	11.426
1	005264	11:12:44,254.805.200	77	1.064	27.622	1.319	2.914	20.391	18.913	9.255
1	005269	11:12:44,272.747.600	152	0.778	36.776	1.955	2.442	29.025	29.024	7.763
1	005278	11:12:44,420.185.230	311	0.314	-1.190	1.537	3.605	17.928	1.136	4.667
1	005280	11:12:44,437.022.460	45	-0.131	6.158	1.113	1.732	29.222	6.106	1.223
1	005284	11:12:44,471.689.570	129	2.060	-53.240	1.343	2.690	30.885	23.251	5.810
1	005291	11:12:44,577.498.490	971	1.602	34.486	1.909	4.480	19.885	18.259	28.101
1	005294	11:12:44,606.735.390	592	-0.137	-24.008	2.091	12.680	31.503	23.786	178.971
1	005300	11:12:44,727.582.560	86	-1.923	14.536	0.956	2.743	29.748	6.706	1.589
1	005305	11:12:44,782.280.480	346	-5.927	-160.145	1.570	4.889	28.335	26.645	25.366
1	005316	11:12:44,902.495.830	346	-0.268	10.169	1.675	5.604	24.267	9.822	10.492
1	005317	11:12:44,925.890.310	152	6.810	52.061	1.082	2.789	24.645	7.563	2.241
1	005321	11:12:44,976.371.490	88	0.916	-34.062	1.278	5.355	26.645	25.122	23.631
1	005323	11:12:45,012.099.980	106	0.602	9.140	0.744	7.047	13.150	7.831	19.827
1	005343	11:12:45,229.778.910	307	1.088	-10.080	1.823	3.365	7.311	6.822	13.062
1	005347	11:12:45,284.814.040	396	1.371	-33.366	1.982	4.465	20.433	19.660	22.009
1	005351	11:12:45,323.791.250	85	-7.249	-25.316	1.381	1.916	11.846	3.459	2.700
1	005359	11:12:45,431.623.140	54	-0.461	7.629	1.062	2.145	22.970	6.928	1.413
1	005360	11:12:45,432.920.160	214	0.634	-5.382	0.828	5.424	4.668	4.546	30.937
1	005361	11:12:45,437.346.010	525	-2.695	41.604	2.143	4.973	14.553	14.473	33.527
1	005382	11:12:45,687.025.160	74	-0.232	-30.608	0.701	2.540	30.333	29.813	8.346
1	005389	11:12:45,727.044.990	147	-7.263	-42.564	1.909	2.673	10.515	5.806	5.019
1	005390	11:12:45,731.992.220	690	50.001	-229.771	2.150	2.975	14.534	4.594	10.830
1	005391	11:12:45,773.356.170	865	-11.725	314.082	1.517	5.441	31.446	26.689	32.854
1	005406	11:12:45,924.909.740	143	-0.371	3.777	1.421	2.967	16.752	3.541	3.487
1	005418	11:12:46,143.714.350	540	0.102	19.171	1.758	4.154	24.698	19.073	16.585
1	005429	11:12:46,297.942.100	67	0.893	-13.684	1.003	2.397	10.608	10.208	6.756
1	005436	11:12:46,408.811.120	2028	-0.157	-7.745	2.489	7.322	12.380	7.652	42.465
1	005443	11:12:46,490.540.790	248	0.822	23.170	2.181	3.501	19.206	17.899	14.206
1	005448	11:12:46,606.945.510	162	5.111	53.438	2.173	2.832	10.268	10.261	9.110
1	005452	11:12:46,660.705.330	64	-0.216	-0.769	1.189	1.476	5.530	0.752	1.231
1	005463	11:12:46,761.400.890	113	2.507	-62.946	1.005	3.457	24.984	23.317	10.621
1	005464	11:12:46,799.843.120	179	-0.769	6.611	1.302	6.086	5.261	5.240	43.464
1	005468	11:12:46,857.290.760	474	3.322	41.459	2.606	2.958	14.839	11.951	14.020
1	005472	11:12:46,891.555.950	107	0.424	-21.343	1.269	2.889	23.927	19.647	6.666
1	005479	11:12:46,975.503.590	546	1.807	-45.107	1.288	2.105	32.492	21.839	6.239
1	005480	11:12:47,003.882.300	82	2.654	-15.036	1.213	2.341	17.397	5.301	1.874
1	005487	11:12:47,040.867.080	87	0.374	-16.618	1.151	4.439	25.006	15.566	8.457
1	005489	11:12:47,095.082.310	51	0.257	-7.964	0.990	2.272	15.719	7.714	2.241
1	005490	11:12:47,097.394.400	734	-0.291	-6.912	1.842	4.950	19.458	6.636	9.514
1	005496	11:12:47,130.845.370	152	-0.063	1.371	1.553	2.672	4.310	1.368	4.211
1	005502	11:12:47,190.672.000	62	-0.835	5.285	1.110	2.125	13.134	4.057	1.969
1	005507	11:12:47,269.085.860	278	1.356	-57.532	1.442	1.874	34.216	34.138	3.840
1	005515	11:12:47,330.772.710	129	3.343	90.081	1.240	1.747	29.060	25.819	4.220
1	005526	11:12:47,480.171.840	723	-0.010	-0.921	1.955	5.110	10.376	0.921	8.155
1	005536	11:12:47,604.895.270	50	0.781	9.089	1.046	2.197	26.506	7.163	1.598
1	005537	11:12:47,606.913.020	88	-0.877	-8.210	1.274	3.406	6.812	6.172	9.820
1	005538	11:12:47,621.605.570	195	0.425	-20.840	1.471	6.434	32.394	19.177	21.177
1	005550	11:12:47,780.590.670	67	2.836	-51.267	0.815	2.276	17.383	17.047	4.885
1	005553	11:12:47,837.841.480	459	2.759	16.394	1.409	7.931	12.472	5.586	17.321
1	005563	11:12:47,911.140.970	122	-24.097	-663.220	1.236	1.976	27.507	27.499	6.750
1	005564	11:12:47,934.052.390	298	0.935	-13.931	1.172	2.996	11.018	10.176	11.524
1	005568	11:12:47,963.011.900	50	1.187	-41.694	0.868	5.155	27.332	26.858	22.637
1	005571	11:12:48,030.442.010	123	-0.228	18.571	1.582	2.508	26.045	18.108	5.851
1	005573	11:12:48,048.065.090	85	-0.752	20.397	1.241	3.431	27.100	16.300	6.355
1	005576	11:12:48,084.641.030	19551	0.671	-40.484	2.657	3.801	33.711	33.616	34.730
1	005580	11:12:48,095.469.440	43	2.486	1.650	0.986	2.176	26.494	0.616	1.153
1	005584	11:12:48,151.314.210	85	-0.943	-5.562	1.265	1.850	4.249	4.046	4.376
1	005588	11:12:48,203.862.820	354	-6.650	199.671	1.678	2.856	32.689	29.690	11.513
1	005591	11:12:48,232.486.070	199	1.217	2.066	1.086	3.843	15.513	1.312	1.749
1	005595	11:12:48,268.292.440	5055	-1.050	2.989	1.947	3.088	33.976	2.062	9.397
1	005598	11:12:48,301.939.940	126	-8.131	-179.391	1.109	2.518	23.422	21.896	5.854
1	005614	11:12:48,502.566.160	64	-0.767	19.649	0.000	2.947	20.258	15.588	6.661
1	005616	11:12:48,547.991.440	100	-0.540	-26.263	1.119	2.178	23.291	23.104	6.757
1	005617	11:12:48,567.355.300	845	0.726	-26.784	1.664	5.494	22.214	21.673	42.805
1	005620	11:12:48,596.487.470	340	-2.712	69.988	1.565	4.857	27.726	24.215	24.323
1	005622	11:12:48,640.104.580	481	1.452	16.900	1.472	3.375	17.210	9.585	9.086
1	005626	11:12:48,686.115.200	177	1.586	48.084	1.906	2.204	27.963	25.643	7.979
1	005627	11:12:48,691.011.370	530	-0.246	-8.651	1.983	4.793	15.059	8.400	15.558
1	005633	11:12:48,858.590.420	68	2.560	-36.808	0.828	5.025	34.108	13.391	5.210
1	005642	11:12:48,938.586.410	460	0.612	-3.544	2.276	2.799	33.245	3.022	9.443
1	005645	11:12:48,967.846.170	4635	1.117	-48.981	1.741	4.089	32.715	32.673	19.522
1	005647	11:12:48,974.035.770	208	-1.278	26.583	1.594	3.080	19.559	16.385	9.900
1	005650	11:12:49,016.701.130	69	-8.049	-116.714	0.889	3.700	16.348	14.390	10.127
1	005651	11:12:49,025.515.150	175	3.376	-34.193	1.693	2.896	15.485	9.711	6.206
1	005654	11:12:49,061.435.720	64	-0.021	-16.744	1.140	2.639	21.241	16.740	6.386
1	005655	11:12:49,083.123.230	70	-3.492	5.942	1.238	2.453	21.356	1.636	2.047
1	005660	11:12:49,212.406.830	108	-0.015	-4.846	0.912	2.456	19.356	4.845	1.707
1	005661	11:12:49,223.298.430	242	-2.622	73.485	1.757	2.178	28.527	26.190	7.465
1	005664	11:12:49,238.685.300	120	-0.879	35.931	0.891	3.944	28.212	26.981	21.359
1	005673	11:12:49,356.488.170	132	1.234	-31.493	1.479	3.760	30.926	19.824	8.166
1	005675	11:12:49,365.809.650	301	-0.805	24.321	1.186	2.785	21.925	18.947	10.385
1	005682	11:12:49,425.277.420	127	0.260	-14.101	0.818	6.831	15.999	13.647	34.840
1	005693	11:12:49,512.714.850	138	-11.726	-179.306	1.288	4.028	24.510	15.235	9.048
1	005703	11:12:49,590.140.870	1911	-0.166	-13.400	3.793	5.154	14.864	13.219	38.696
1	005728	11:12:49,866.769.230	53	0.730	7.162	1.043	2.485	5.932	5.785	4.941
1	005737	11:12:49,996.679.020	65	-1.075	-2.735	1.133	2.864	25.307	1.862	1.534
1	005739	11:12:50,006.049.890	88	7.607	-179.391	1.175	1.826	26.038	23.381	3.375
1	005741	11:12:50,011.821.230	412	134.696	-2020.446	1.499	3.370	16.318	15.000	14.365
1	005766	11:12:50,428.718.380	124	-6.238	-3.676	1.324	2.999	10.087	0.582	2.053
1	005771	11:12:50,471.286.480	240	0.763	-16.702	1.531	3.184	13.616	13.281	13.267
1	005788	11:12:50,667.478.350	441	-7.527	-9.355	1.725	9.299	18.758	1.232	4.462
1	005790	11:12:50,719.371.140	87	0.711	12.124	1.188	2.595	17.550	9.881	2.996
1	005805	11:12:50,940.264.700	63	3.704	106.108	1.448	1.774	28.671	27.656	4.115
1	005812	11:12:51,066.855.850	286	1.617	7.840	1.850	5.551	6.903	4.123	14.841
1	005820	11:12:51,217.520.440	149	1.038	41.221	1.368	3.171	28.727	28.605	10.707
1	005832	11:12:51,373.862.260	224	-1.622	-48.736	1.519	3.702	26.158	25.579	18.559
1	005844	11:12:51,504.411.240	69	-0.432	-34.862	0.814	1.551	33.155	32.002	4.671
1	005847	11:12:51,547.361.500	188	3.283	-43.708	1.375	3.989	12.775	12.735	20.069
1	005852	11:12:51,605.238.890	161	0.654	-11.851	1.315	2.979	10.004	9.917	12.053
1	005855	11:12:51,671.899.280	244	-10.772	-94.172	1.715	2.775	18.971	8.705	5.502
1	005861	11:12:51,712.345.080	115	5.582	174.202	1.566	2.511	31.286	30.717	7.602
1	005864	11:12:51,741.804.390	63	-0.560	4.670	0.882	3.193	11.965	4.075	2.129
1	005874	11:12:51,814.549.550	207	-0.187	16.833	1.656	2.643	24.124	16.547	5.990
1	005877	11:12:51,863.657.980	306	1.458	-12.894	1.931	4.906	29.466	7.294	6.885
1	005880	11:12:51,917.312.820	2089	1.304	-55.753	1.937	2.889	34.231	33.921	14.032
1	005881	11:12:51,950.180.170	63	-0.565	-26.422	1.084	1.930	24.608	23.006	4.430
1	005890	11:12:51,991.617.830	659	1.390	13.074	2.234	3.399	8.047	7.635	16.512
1	005898	11:12:52,130.226.330	190	-2.278	-12.168	1.568	4.738	4.892	4.891	20.678
1	005905	11:12:52,169.834.150	93	-0.619	-17.791	1.148	4.114	19.439	15.131	9.856
1	005910	11:12:52,197.941.000	41	1.278	14.957	1.059	1.768	12.088	9.218	2.454
1	005916	11:12:52,288.436.290	227	-2.417	-23.991	1.633	3.040	9.174	9.172	11.377
1	005919	11:12:52,330.261.520	594	0.121	1.907	1.842	2.845	27.033	1.893	6.391
1	005920	11:12:52,335.121.500	1748	-3.532	39.236	2.910	3.696	31.566	10.687	17.151
1	005921	11:12:52,336.550.340	53	20.695	-378.057	1.164	1.876	20.294	18.246	3.751
1	005938	11:12:52,596.181.810	102	-3.655	79.017	1.076	2.775	23.552	20.851	7.422
1	005939	11:12:52,614.110.340	66	1.760	-53.482	1.529	2.053	26.659	26.423	4.500
1	005956	11:12:52,837.866.950	308	0.793	-45.039	1.432	3.117	35.299	35.283	11.476
1	005962	11:12:52,893.060.800	63	0.486	-26.224	1.024	4.175	26.381	23.590	14.582
1	005963	11:12:52,948.393.160	131	0.313	-13.541	1.549	3.527	30.939	12.921	5.366
1	005973	11:12:53,092.496.620	1607	-5.523	125.381	3.717	10.841	25.291	22.339	173.804
1	005978	11:12:53,169.712.390	1498	0.275	-11.448	3.535	4.402	28.742	11.038	27.939
1	005982	11:12:53,204.928.280	73	-0.090	14.588	1.152	1.607	25.142	14.530	1.789
1	005985	11:12:53,212.978.370	99	-1.279	20.304	1.159	4.067	14.030	12.506	14.582
1	006002	11:12:53,408.889.160	63	2.096	57.483	1.061	2.449	28.491	24.750	5.765
1	006012	11:12:53,541.704.810	181	-1.095	-21.087	1.726	3.180	29.162	14.223	5.641
1	006018	11:12:53,602.941.350	361	0.670	-12.799	1.562	3.596	10.876	10.635	17.494
1	006019	11:12:53,609.462.640	158	-0.439	14.312	1.485	2.135	21.231	13.103	4.320
1	006024	11:12:53,641.488.670	249	-0.893	-23.604	1.885	2.706	30.228	17.602	7.553
1	006033	11:12:53,762.867.330	2445	0.411	-34.234	1.292	2.622	32.444	31.660	23.127
1	006048	11:12:53,869.122.550	118	-0.164	19.034	1.167	2.739	33.066	18.784	3.483
1	006054	11:12:53,939.496.040	112	0.283	-3.828	1.444	2.610	9.534	3.683	3.338
1	006057	11:12:53,985.709.080	65	-5.732	116.515	1.717	2.617	22.960	20.023	6.522
1	006058	11:12:53,989.405.580	264	0.243	-6.689	1.668	4.029	8.330	6.500	13.929
1	006065	11:12:54,100.059.610	94	-1.359	16.172	0.901	2.625	22.678	9.584	1.949
1	006075	11:12:54,216.414.070	118	0.349	11.172	1.345	2.562	12.161	10.549	7.416
1	006078	11:12:54,244.657.550	82	-8.533	-139.833	0.857	2.638	20.233	16.276	4.626
1	006081	11:12:54,288.066.160	43	0.202	-10.548	0.959	1.922	16.064	10.339	2.768
1	006084	11:12:54,385.472.010	382	-1.255	-18.609	1.475	3.891	33.680	11.599	5.078
1	006085	11:12:54,393.653.320	87	-0.081	10.329	1.214	5.409	15.462	10.295	14.608
1	006095	11:12:54,517.196.790	117	-1.037	24.454	1.021	4.052	30.447	16.974	5.524
1	006096	11:12:54,539.479.160	82	1.679	-41.597	0.942	3.877	27.840	21.288	9.412
1	006102	11:12:54,673.893.130	53	0.471	9.789	1.243	2.162	9.227	8.857	5.208
1	006107	11:12:54,707.030.030	43	1.292	5.033	1.209	1.533	4.061	3.080	2.410
1	006108	11:12:54,707.479.240	741	0.791	-43.946	1.359	4.234	34.461	34.461	16.743
1	006113	11:12:54,745.829.770	840	0.409	2.699	1.947	3.742	12.496	2.498	8.685
1	006119	11:12:54,801.779.720	98	-0.326	5.860	1.466	2.372	29.503	5.572	3.219
1	006121	11:12:54,821.809.240	122	0.623	-2.941	1.401	2.003	13.534	2.496	3.894
1	006125	11:12:54,882.433.420	98	2.046	10.202	1.014	2.736	8.578	4.480	4.317
1	006147	11:12:55,171.843.770	836	22.903	-108.558	1.629	3.658	14.384	4.735	6.895
1	006150	11:12:55,236.305.530	111	-0.729	5.870	1.753	2.723	25.846	4.742	3.896
1	006152	11:12:55,263.679.830	51	-0.146	-9.046	1.187	1.565	11.786	8.951	2.455
1	006169	11:12:55,409.346.240	254	-0.584	-16.664	3.921	14.559	29.827	14.389	85.510
1	006172	11:12:55,434.021.250	64	-11.655	-234.641	1.298	2.487	27.636	20.059	5.395
1	006175	11:12:55,491.812.360	287	0.992	-47.982	1.564	3.530	34.249	34.065	13.632
1	006188	11:12:55,567.976.920	133	-0.382	-1.618	1.573	2.104	28.775	1.511	3.219
1	006189	11:12:55,581.436.180	645	0.583	-17.335	1.347	4.975	17.488	14.978	26.753
1	006190	11:12:55,588.954.570	133	0.390	4.363	1.229	2.099	12.849	4.065	2.854
1	006197	11:12:55,690.664.740	649	-0.440	10.834	1.560	3.358	34.229	9.915	6.146
1	006199	11:12:55,704.368.860	91	1.544	37.446	0.948	3.354	26.368	20.356	7.570
1	006210	11:12:55,796.290.780	147	0.720	0.798	1.350	3.543	12.225	0.648	2.079
1	006218	11:12:55,881.205.100	136	2.369	-51.510	1.204	3.625	20.060	20.031	15.878
1	006226	11:12:55,958.567.890	368	0.463	2.095	1.492	3.680	8.635	1.901	4.739
1	006227	11:12:55,972.265.800	111	1.860	49.648	0.955	1.881	28.904	23.514	4.324
1	006229	11:12:56,025.799.430	228	-0.391	15.508	1.283	4.445	27.573	14.444	9.575
1	006236	11:12:56,134.052.250	242	-0.778	-3.088	1.703	6.452	19.236	2.437	4.585
1	006240	11:12:56,159.390.640	119	-2.560	-11.959	1.636	2.580	27.705	4.351	3.806
1	006244	11:12:56,199.188.470	567	1.496	44.032	1.494	9.037	24.519	24.464	98.386
1	006251	11:12:56,270.445.940	77	-0.527	-22.393	1.210	1.762	23.780	19.807	3.146
1	006255	11:12:56,315.172.680	176	1.187	12.954	1.484	2.650	31.552	8.348	3.934
1	006258	11:12:56,342.069.680	114	-0.939	8.520	0.931	4.437	7.901	6.212	12.901
1	006266	11:12:56,474.415.390	271	-3.148	-16.102	1.531	4.691	20.601	4.874	4.548
1	006267	11:12:56,484.506.940	88	-0.541	6.697	1.239	2.597	22.430	5.891	1.784
1	006273	11:12:56,573.683.680	116	-0.070	-17.351	1.171	2.542	24.453	17.308	5.290
1	006278	11:12:56,635.758.570	87	4.852	111.646	1.188	3.618	22.557	22.539	13.476
1	006282	11:12:56,707.578.050	512	0.157	12.205	1.545	3.185	14.599	12.058	10.729
1	006287	11:12:56,814.527.970	211	2.765	-69.890	1.435	3.232	26.073	23.771	10.911
1	006291	11:12:56,883.995.880	134	1.270	14.868	1.461	2.688	24.104	9.200	2.978
1	006295	11:12:56,908.125.010	159	0.187	29.395	1.158	2.667	29.079	28.896	11.391
1	006301	11:12:57,030.169.020	104	-24.011	74.183	0.690	1.554	26.558	3.087	1.164
1	006305	11:12:57,052.572.210	304	1.587	-38.231	1.551	6.037	20.766	20.382	38.395
1	006306	11:12:57,070.483.880	130	2.691	73.496	1.056	2.518	28.679	25.602	5.828
1	006317	11:12:57,187.883.720	44	-0.190	17.987	1.005	1.804	30.201	17.673	1.777
1	006320	11:12:57,243.293.210	292	1.859	-11.762	1.720	4.676	25.342	5.572	5.984
1	006324	11:12:57,305.743.400	66	-0.213	6.793	1.126	1.825	6.681	6.644	4.975
1	006332	11:12:57,417.106.030	308	0.491	-26.750	1.340	4.842	27.447	24.014	28.389
1	006334	11:12:57,428.370.970	139	-4.751	10.436	1.393	3.467	29.387	2.150	2.711
1	006335	11:12:57,459.031.850	73	61.892	-221.429	1.478	20.571	5.361	3.577	190.410
1	006336	11:12:57,475.868.680	174	0.721	-26.562	1.870	2.069	25.122	21.549	6.362
1	006338	11:12:57,541.882.140	103	-14.807	459.732	1.174	2.205	30.979	30.977	6.748
1	006346	11:12:57,605.506.680	123	-0.352	-3.695	2.019	2.848	30.076	3.486	4.911
1	006353	11:12:57,694.841.700	144	8.124	-7.393	1.270	2.926	14.900	0.903	1.601
1	006357	11:12:57,750.471.900	196	1.584	-6.598	1.564	5.176	29.703	3.521	3.602
1	006359	11:12:57,813.819.340	89	-0.454	20.297	1.350	4.153	31.645	18.483	7.820
1	006361	11:12:57,827.443.100	363	0.128	2.477	1.212	5.916	10.056	2.457	5.484
1	006364	11:12:57,864.846.900	65	0.108	26.169	0.767	2.609	28.244	26.018	7.708
1	006369	11:12:57,948.376.370	92	-1.435	-21.412	0.926	2.423	24.602	12.242	2.331
1	006378	11:12:58,008.059.700	131	7.744	29.928	1.298	3.622	7.108	3.833	5.574
1	006379	11:12:58,010.846.630	49	0.489	16.044	1.479	1.872	25.401	14.415	3.083
1	006380	11:12:58,022.678.630	146	-1.288	-25.296	1.266	4.775	18.393	15.513	20.140
1	006384	11:12:58,059.388.830	75	-0.570	9.266	1.124	2.098	35.413	8.049	1.645
1	006397	11:12:58,240.925.710	165	-5.863	-87.965	1.494	3.070	18.189	14.791	9.538
1	006399	11:12:58,252.196.260	341	-0.424	7.311	1.503	6.923	24.256	6.731	8.320
1	006403	11:12:58,276.731.290	1330	-2.527	-10.146	2.582	10.340	18.950	3.733	17.857
1	006406	11:12:58,293.852.150	8260	0.687	-41.765	1.655	2.451	34.598	34.423	17.504
1	006407	11:12:58,308.637.360	138	-53.533	-1306.733	1.437	3.058	24.407	24.406	13.114
1	006412	11:12:58,372.634.720	743	-0.495	33.010	1.765	3.275	30.055	29.580	18.189
1	006414	11:12:58,408.744.330	397	0.102	22.118	1.837	3.659	22.005	22.004	18.308
1	006415	11:12:58,436.467.120	69	3.665	-62.686	1.208	2.643	29.390	16.502	4.724
1	006419	11:12:58,454.927.750	230	1.045	-41.533	1.806	2.497	31.364	28.708	8.303
1	006426	11:12:58,556.812.380	84	0.531	-12.187	1.545	1.809	27.412	10.765	3.944
1	006440	11:12:58,759.385.750	560	1.022	-8.425	1.664	3.540	9.943	5.891	10.731
1	006448	11:12:58,841.318.280	124	0.596	-33.370	2.395	5.590	29.170	28.663	30.064
1	006449	11:12:58,842.937.040	381	0.404	-18.051	1.760	2.909	31.469	16.738	9.086
1	006451	11:12:58,858.359.670	162	2.306	-78.536	2.105	3.026	33.775	31.249	11.742
1	006461	11:12:58,970.718.950	502	2.328	-21.783	2.304	3.303	9.080	8.599	16.262
1	006463	11:12:59,005.507.640	102	0.652	26.855	1.006	2.643	28.628	22.499	6.481
1	006464	11:12:59,029.511.650	229	-1.242	-33.916	1.809	2.867	27.590	21.265	8.598
1	006471	11:12:59,111.161.530	186	0.052	6.028	1.113	5.536	21.685	6.020	3.751
1	006481	11:12:59,203.751.350	992	2.269	-8.443	1.669	8.611	4.649	3.405	57.661
1	006482	11:12:59,212.825.720	3810	0.275	-30.874	3.898	8.582	30.255	29.768	102.291
1	006486	11:12:59,265.316.430	217	0.214	24.635	1.159	6.452	32.269	24.089	20.808
1	006492	11:12:59,303.018.580	58	-0.093	-1.988	0.736	3.562	6.099	1.980	2.223
1	006496	11:12:59,392.886.060	127	0.030	-9.254	1.324	4.484	10.730	9.250	17.963
1	006497	11:12:59,393.952.090	100	1.165	23.693	1.315	2.308	22.183	15.432	4.123
1	006498	11:12:59,424.116.120	123	0.514	-38.184	1.515	2.983	35.698	33.964	10.102
1	006509	11:12:59,531.877.480	242	0.876	37.833	1.812	2.988	29.325	28.462	12.802
1	006514	11:12:59,584.732.020	78	1.389	30.943	1.017	1.798	23.673	18.083	2.257
1	006515	11:12:59,604.870.680	268	0.105	-13.091	3.105	7.712	13.198	13.020	63.444
1	006517	11:12:59,613.867.290	64	0.583	25.528	1.249	2.035	22.063	22.058	4.432
1	006522	11:12:59,674.657.210	549	2.615	64.547	1.594	3.656	24.702	23.057	17.863
1	006524	11:12:59,682.565.890	512	20.024	-124.657	1.453	4.138	10.168	6.218	14.091
1	006525	11:12:59,683.149.780	397	-0.373	-16.997	4.260	10.381	31.122	15.927	62.924
1	006531	11:12:59,740.527.360	50	-2.373	46.861	1.075	1.797	22.356	18.201	2.603
1	006532	11:12:59,745.729.070	126	-0.713	-17.044	1.540	2.055	16.022	13.879	4.596
1	006534	11:12:59,758.928.110	1867	0.244	-30.888	2.214	5.368	33.449	30.009	45.306
1	006543	11:12:59,843.931.780	135	-1.967	37.011	1.339	2.587	21.591	16.771	6.746
1	006561	11:13:00,050.526.440	71	-0.420	-16.131	1.061	5.939	14.940	14.870	32.578
1	006562	11:13:00,052.332.380	864	-0.353	-3.033	1.798	12.832	9.075	2.860	23.936
1	006564	11:13:00,075.384.820	2062	0.920	-45.146	1.576	4.040	33.231	33.228	14.781
1	006565	11:13:00,077.128.100	282	0.884	-33.983	1.656	7.727	26.322	25.464	55.362
1	006566	11:13:00,090.905.780	76	0.038	19.876	0.924	4.746	20.197	19.862	22.325
1	006574	11:13:00,171.429.740	4041	0.975	-28.663	4.664	7.285	29.460	20.521	59.307
1	006584	11:13:00,340.523.300	235	0.409	15.556	1.520	6.654	14.775	14.399	59.123
1	006586	11:13:00,364.677.040	468	-0.205	-1.543	1.491	6.286	1.550	1.512	46.818
1	006592	11:13:00,468.853.440	62	-3.156	15.030	1.512	1.976	10.866	4.540	2.950
1	006594	11:13:00,475.663.550	208	-1.371	43.010	1.624	5.060	26.106	25.341	25.553
1	006604	11:13:00,556.609.000	149	10.972	-171.155	1.681	2.961	16.896	15.535	11.119
1	006610	11:13:00,585.614.050	136	0.462	7.238	1.596	3.345	23.074	6.571	3.404
1	006615	11:13:00,616.600.750	89	-0.389	-9.147	1.123	2.126	21.712	8.525	3.096
1	006630	11:13:00,786.801.800	228	0.380	-2.165	1.527	8.758	4.526	2.024	21.203
1	006632	11:13:00,824.525.710	63	0.236	26.957	0.904	2.025	26.318	26.238	5.054
1	006648	11:13:00,983.879.800	121	-0.490	-17.652	1.559	2.249	27.105	15.851	5.067
1	006650	11:13:01,005.844.400	83	11.072	294.999	1.176	1.841	27.070	26.536	4.429
1	006651	11:13:01,013.386.310	349	0.793	-26.859	3.162	3.453	21.047	21.044	16.497
1	006654	11:13:01,055.218.950	167	0.323	27.136	0.782	2.564	26.639	25.820	8.259
1	006664	11:13:01,167.282.820	333	0.146	-8.704	1.521	4.765	23.238	8.613	6.202
1	006669	11:13:01,217.645.980	115	0.447	18.032	1.555	4.065	30.537	16.461	8.081
1	006670	11:13:01,223.140.170	78	0.856	5.719	1.368	2.310	14.003	4.343	2.673
1	006672	11:13:01,256.642.310	355	-1.505	22.060	1.611	6.162	12.294	12.210	44.842
1	006673	11:13:01,264.595.080	208	-0.471	-21.933	1.364	2.125	27.301	19.839	6.261
