Nrun	ID	Time	Size	A	B	Width	Length	Dis	Miss	Azwidth	Alpha
1	004526	15:59:24,395.398.490	109	0.302	-19.261	1.646	1.796	20.288	18.438	4.189	1.140
1	004562	15:59:24,624.635.770	89	0.893	25.007	0.741	3.315	28.449	18.648	7.075	0.715
1	004566	15:59:24,642.418.150	140	0.924	-27.637	1.502	2.395	21.120	20.301	6.556	1.291
1	004592	15:59:24,736.217.470	49	-0.323	5.998	1.229	9.821	8.685	5.708	34.139	0.717
1	004627	15:59:24,900.829.810	100	0.742	-1.365	1.270	1.665	20.121	1.096	1.724	0.055
1	004630	15:59:24,917.343.320	160	6.097	-91.099	0.681	2.200	25.407	14.746	3.988	0.619
1	004632	15:59:24,923.597.170	73	10.880	111.470	1.357	1.935	12.293	10.202	3.742	0.979
1	004633	15:59:24,924.620.910	77	7.597	39.818	0.000	2.337	26.272	5.197	0.440	0.199
1	004634	15:59:24,926.578.120	80	0.652	15.698	1.141	2.379	13.988	13.149	6.122	1.223
1	004684	15:59:25,195.843.670	50	0.686	-2.357	0.771	10.597	22.304	1.943	1.372	0.087
1	004719	15:59:25,353.219.500	333	0.746	21.225	1.685	2.599	20.309	17.012	11.889	0.993
1	004722	15:59:25,367.481.140	57	-2.687	-60.126	1.029	1.801	22.034	20.970	3.113	1.259
1	004732	15:59:25,411.992.350	162	-0.818	10.588	3.020	11.291	24.136	8.194	23.986	0.346
1	004747	15:59:25,467.741.860	101	-0.801	6.427	0.948	2.170	28.857	5.016	1.378	0.175
1	004780	15:59:25,626.614.630	1083	-2.857	90.685	2.297	3.279	33.488	29.958	20.520	1.108
1	004791	15:59:25,692.087.070	840	-0.296	8.658	1.730	3.949	14.017	8.301	13.430	0.634
1	004810	15:59:25,769.585.570	133	0.754	-9.067	1.466	2.056	18.798	7.239	4.500	0.395
1	004813	15:59:25,780.511.850	327	-64.576	-1784.775	1.485	1.948	28.188	27.635	6.863	1.372
1	004879	15:59:26,084.775.130	58	-2.176	26.369	1.035	3.707	11.441	11.010	13.417	1.296
1	004882	15:59:26,094.804.960	85	-1.937	32.471	1.021	2.827	18.509	14.896	6.360	0.935
1	004942	15:59:26,386.859.820	116	0.369	-13.659	1.068	1.994	12.883	12.814	4.135	1.467
1	004946	15:59:26,408.698.150	528	-1.192	-28.747	1.993	8.598	19.477	18.475	117.644	1.249
1	004947	15:59:26,410.293.240	366	-9.433	-11.408	3.191	7.551	20.234	1.203	12.171	0.059
1	004954	15:59:26,434.437.590	142	1.038	-35.061	1.265	2.699	24.885	24.326	10.045	1.358
1	004957	15:59:26,437.687.360	204	0.395	-2.019	1.632	8.796	20.163	1.878	3.138	0.093
1	004987	15:59:26,627.097.240	152	6.813	-120.046	3.288	4.009	18.082	17.434	17.793	1.302
1	004991	15:59:26,664.333.660	2970	0.141	19.240	2.415	12.424	24.605	19.051	140.571	0.886
1	004993	15:59:26,673.282.310	115	0.150	-19.510	1.157	2.519	20.400	19.295	6.013	1.240
1	005063	15:59:26,972.516.420	95	5.259	-126.590	0.626	4.662	24.753	23.647	21.913	1.271
1	005068	15:59:26,998.406.290	71	7.598	-119.460	0.000	2.820	20.388	15.588	6.576	0.870
1	005078	15:59:27,038.933.320	94	4.580	-74.085	1.276	2.164	19.405	15.804	4.441	0.952
1	005079	15:59:27,046.214.270	61	-0.275	5.009	1.002	2.678	10.145	4.830	2.648	0.496
1	005085	15:59:27,095.447.600	95	1.571	-37.391	0.962	1.698	21.494	20.076	2.943	1.205
1	005115	15:59:27,255.025.030	64	1.303	-38.959	1.152	1.591	27.043	23.718	2.856	1.070
1	005131	15:59:27,351.962.610	136	1.016	38.590	1.228	5.308	30.395	27.069	21.269	1.099
1	005133	15:59:27,367.841.180	124	0.846	29.713	1.094	2.366	29.749	22.688	6.178	0.867
1	005154	15:59:27,482.862.140	203	-0.081	-17.411	1.274	4.582	17.689	17.355	24.037	1.376
1	005193	15:59:27,673.550.650	64	7.599	219.032	0.000	2.905	28.824	28.579	11.059	1.440
1	005196	15:59:27,681.967.800	195	-1.880	10.535	1.174	3.209	21.221	4.948	3.163	0.235
1	005205	15:59:27,709.313.720	105	-0.233	-12.765	1.341	2.504	12.534	12.432	7.728	1.443
1	005212	15:59:27,750.785.740	90	-0.048	-21.841	1.292	2.841	24.999	21.815	8.272	1.061
1	005215	15:59:27,756.472.390	249	1.721	-13.532	1.614	6.583	29.307	6.799	6.253	0.234
1	005222	15:59:27,793.034.190	148	-0.236	-22.044	0.893	3.036	29.780	21.453	8.427	0.804
1	005233	15:59:27,845.896.920	183	0.614	9.120	1.794	2.718	23.477	7.772	5.423	0.337
1	005249	15:59:27,915.423.590	505	1.678	-60.455	2.576	4.151	32.768	30.946	16.618	1.236
1	005285	15:59:28,073.961.390	76	0.677	-2.102	1.004	8.763	9.525	1.740	4.300	0.184
1	005291	15:59:28,112.960.910	82	-2.118	20.504	1.672	11.800	25.012	8.756	23.862	0.358
1	005319	15:59:28,226.089.500	100	-0.004	3.758	1.083	13.464	19.375	3.758	7.129	0.195
1	005334	15:59:28,292.230.160	368	-0.487	27.161	1.526	2.621	26.766	24.423	9.585	1.149
1	005337	15:59:28,296.614.980	93	1.987	51.629	1.064	2.270	23.735	23.210	7.232	1.360
1	005343	15:59:28,314.033.610	350	0.855	-9.842	1.708	2.636	18.354	7.480	6.161	0.420
1	005352	15:59:28,357.613.590	243	-1.397	44.960	1.258	6.711	26.200	26.174	46.573	1.526
1	005401	15:59:28,659.877.070	66	-0.553	3.931	1.254	2.046	30.269	3.439	1.623	0.114
1	005416	15:59:28,758.179.330	202	7.700	-222.142	1.645	2.627	30.151	28.608	7.692	1.250
1	005424	15:59:28,806.211.570	879	0.492	0.817	1.387	6.159	3.275	0.733	6.794	0.226
1	005427	15:59:28,817.664.770	127	-1.466	-10.851	0.773	2.253	13.337	6.115	3.075	0.476
1	005436	15:59:28,872.121.490	71	-1.716	18.215	1.247	8.902	20.938	9.171	16.112	0.453
1	005461	15:59:29,003.124.600	482	0.106	-5.821	2.016	5.091	22.784	5.788	9.048	0.257
1	005464	15:59:29,012.151.950	165	0.165	-0.771	1.280	2.651	26.485	0.761	2.793	0.029
1	005475	15:59:29,074.369.790	443	184.847	-4403.429	1.114	8.151	27.081	23.822	52.596	1.075
1	005513	15:59:29,221.194.340	42	2.897	-58.242	0.954	2.038	23.189	19.005	3.811	0.961
1	005554	15:59:29,489.842.480	185	-5.768	10.799	1.216	3.574	22.633	1.845	1.515	0.082
1	005599	15:59:29,722.939.770	161	1.323	-6.906	1.264	11.698	28.911	4.165	6.267	0.145
1	005602	15:59:29,729.328.960	20135	-1.171	4.197	2.245	7.285	32.051	2.726	16.363	0.085
1	005640	15:59:29,919.627.490	68	-0.127	-17.735	0.922	1.967	25.384	17.593	2.215	0.766
1	005662	15:59:30,018.653.500	115	0.655	-7.241	1.279	2.457	20.961	6.057	3.008	0.293
1	005694	15:59:30,167.840.240	115	-0.119	-34.670	1.418	1.572	35.028	34.428	3.749	1.385
1	005720	15:59:30,317.649.840	372	-0.152	2.554	2.098	3.415	20.289	2.525	6.788	0.125
1	005758	15:59:30,521.044.500	68	-1.076	-21.943	1.274	1.938	23.921	14.938	2.299	0.674
1	005773	15:59:30,587.701.460	106	-0.167	24.937	1.287	11.500	26.147	24.594	117.186	1.224
1	005784	15:59:30,650.334.540	168	-0.685	19.345	1.171	1.793	25.762	15.961	4.223	0.668
1	005791	15:59:30,696.781.910	758	0.183	-6.582	1.801	3.662	33.077	6.475	6.432	0.197
1	005828	15:59:30,910.402.620	50	1.248	12.971	1.154	1.514	24.966	8.112	1.392	0.331
1	005850	15:59:31,021.246.650	1454	0.684	-28.272	2.872	6.867	24.860	23.334	72.849	1.219
1	005867	15:59:31,100.318.700	173	-0.246	0.913	2.453	4.549	27.928	0.887	7.308	0.032
1	005892	15:59:31,187.611.960	70	0.798	-21.402	1.105	2.689	16.941	16.731	6.726	1.413
1	005895	15:59:31,200.803.210	117	-66.352	424.731	1.224	2.548	31.024	6.400	2.708	0.208
1	005898	15:59:31,217.249.450	130	0.982	-5.123	1.721	13.101	19.172	3.655	8.310	0.192
1	005906	15:59:31,271.554.840	219	1.368	-39.951	1.184	2.008	28.552	23.579	5.239	0.972
1	005922	15:59:31,322.994.600	130	0.150	2.548	1.138	2.356	17.274	2.520	1.401	0.146
1	005943	15:59:31,451.792.580	110	8.125	-69.233	2.342	9.487	18.678	8.457	21.047	0.470
1	005955	15:59:31,501.321.960	2710	0.846	-43.577	2.022	2.791	33.782	33.270	19.099	1.396
1	006002	15:59:31,748.814.430	356	-0.384	20.708	1.143	5.537	19.390	19.332	50.225	1.494
1	006023	15:59:31,844.867.600	64	0.692	-2.259	1.384	11.385	10.233	1.858	6.460	0.183
1	006034	15:59:31,893.618.730	77	6.457	34.265	0.831	3.697	16.279	5.244	2.546	0.328
1	006040	15:59:31,920.606.020	99	-0.096	3.895	1.754	12.357	18.396	3.877	8.413	0.212
1	006077	15:59:32,132.886.700	64	-24.853	-693.507	1.056	7.427	28.336	27.882	45.408	1.391
1	006099	15:59:32,208.949.170	371	0.035	-2.815	1.851	2.102	27.959	2.813	5.740	0.101
1	006101	15:59:32,221.322.260	128	2.556	-32.201	1.845	3.406	18.361	11.733	9.314	0.693
1	006124	15:59:32,345.460.440	84	-1.050	-4.790	1.059	2.668	25.298	3.304	1.608	0.131
1	006157	15:59:32,537.476.500	113	0.923	-2.183	1.179	2.066	25.993	1.605	2.610	0.062
1	006158	15:59:32,548.370.210	193	-1.498	-31.909	1.330	2.158	19.089	17.717	7.414	1.189
1	006163	15:59:32,576.810.300	530	-3.597	72.554	2.251	16.395	19.508	19.432	189.025	1.483
1	006172	15:59:32,633.806.090	292	0.852	-8.851	1.208	6.462	18.259	6.737	9.538	0.378
1	006187	15:59:32,730.690.650	134	1.009	23.678	1.246	3.006	17.758	16.667	10.835	1.218
1	006188	15:59:32,735.516.010	62	1.353	14.610	0.975	1.930	11.975	8.683	2.348	0.811
1	006194	15:59:32,792.523.710	87	-2.879	-83.259	1.192	2.532	27.481	27.322	8.065	1.463
1	006200	15:59:32,809.637.930	85	-1.278	-17.694	1.298	1.934	13.835	10.905	3.368	0.908
1	006245	15:59:33,018.911.230	65	-1.095	12.498	1.357	6.937	11.361	8.427	21.985	0.836
1	006250	15:59:33,037.539.670	91	2.624	-18.347	1.121	8.580	25.479	6.534	8.176	0.259
1	006260	15:59:33,063.717.920	266	-2.554	-78.602	1.401	2.906	28.715	28.655	9.801	1.506
1	006338	15:59:33,438.157.130	92	0.635	-4.771	0.726	5.275	5.045	4.027	17.990	0.925
1	006343	15:59:33,455.112.310	2162	-1.663	17.194	1.861	3.031	31.361	8.859	9.463	0.286
1	006349	15:59:33,472.091.050	268	3.164	-16.452	4.248	9.008	20.550	4.958	27.544	0.244
1	006364	15:59:33,603.799.330	65	-0.035	-13.174	1.226	24.030	17.380	13.166	262.846	0.859
1	006375	15:59:33,645.877.520	231	1.693	-36.246	1.107	3.907	25.072	18.436	11.558	0.826
1	006384	15:59:33,701.630.530	76	3.199	47.258	1.449	1.881	26.833	14.099	2.899	0.553
1	006400	15:59:33,788.735.120	128	-0.533	-16.714	1.459	3.621	22.717	14.752	7.411	0.707
1	006403	15:59:33,796.523.790	324	-3.528	75.339	3.413	5.024	20.547	20.547	35.477	1.565
1	006412	15:59:33,864.722.880	818	0.444	31.327	1.300	5.772	30.173	28.629	46.536	1.250
1	006413	15:59:33,868.684.770	93	0.293	17.226	0.824	1.677	25.296	16.532	2.491	0.712
1	006455	15:59:34,058.510.520	78	0.030	16.076	0.926	2.714	25.346	16.069	3.796	0.687
1	006465	15:59:34,120.066.220	79	-0.366	6.048	2.673	11.354	17.644	5.679	19.561	0.328
1	006477	15:59:34,179.798.690	542	-1.474	27.568	1.682	5.017	23.733	15.474	15.884	0.710
1	006526	15:59:34,397.712.890	423	-0.838	9.815	1.392	4.053	12.788	7.522	8.516	0.629
1	006573	15:59:34,637.250.840	75	0.552	-6.495	0.785	2.895	22.734	5.686	1.439	0.253
1	006596	15:59:34,730.738.600	132	3.368	-28.890	2.696	7.386	24.531	8.223	16.195	0.342
1	006602	15:59:34,773.730.740	701	0.954	1.781	1.448	3.925	3.605	1.289	8.285	0.366
1	006631	15:59:34,914.614.410	116	-0.733	9.628	1.721	6.182	21.225	7.765	9.227	0.375
1	006636	15:59:34,925.697.560	65	-2.488	-16.940	1.246	1.439	24.235	6.317	1.266	0.264
1	006651	15:59:35,004.036.840	454	-19.755	79.433	1.590	9.675	15.166	4.016	14.801	0.268
1	006654	15:59:35,024.945.130	78	-4.760	-12.565	0.893	2.982	4.216	2.583	4.376	0.660
1	006660	15:59:35,047.617.890	178	-1.563	-7.137	1.272	3.673	14.225	3.847	3.861	0.274
1	006663	15:59:35,081.926.800	90	1.215	-6.987	1.212	7.889	9.093	4.440	14.917	0.510
1	006664	15:59:35,084.752.160	268	0.534	-37.760	2.094	4.121	34.156	33.312	17.981	1.348
1	006672	15:59:35,131.100.170	174	-6.316	-83.916	1.128	2.490	13.611	13.123	10.251	1.302
1	006678	15:59:35,164.298.240	335	0.287	-3.307	1.429	3.476	24.952	3.179	4.336	0.128
1	006695	15:59:35,244.927.540	63	0.640	5.285	1.032	2.080	14.169	4.452	1.546	0.320
1	006717	15:59:35,312.572.720	1142	0.534	-37.957	1.559	4.352	33.763	33.488	31.711	1.443
1	006753	15:59:35,495.297.200	75	1.204	18.671	0.989	1.862	20.438	11.928	1.369	0.623
1	006762	15:59:35,531.552.290	50	-3.023	64.789	0.729	2.531	29.288	20.346	4.748	0.768
1	006764	15:59:35,533.279.520	146	0.610	-12.020	1.203	2.339	20.611	10.263	4.675	0.521
1	006782	15:59:35,630.591.730	61	-1.167	26.815	0.819	2.207	27.809	17.449	2.608	0.678
1	006789	15:59:35,649.027.440	395	0.797	-16.712	1.729	3.079	21.345	13.070	7.703	0.659
1	006802	15:59:35,702.642.190	284	13.832	196.102	1.481	3.161	14.145	14.141	13.712	1.548
1	006808	15:59:35,740.183.930	300	1.214	31.702	1.281	2.099	21.180	20.157	8.429	1.259
1	006810	15:59:35,747.694.450	946	-0.116	-22.753	4.328	4.982	23.152	22.602	48.758	1.352
1	006811	15:59:35,749.840.180	47	-214.718	-1776.121	0.937	2.234	15.393	8.272	2.073	0.567
1	006817	15:59:35,791.212.480	58	1.585	41.479	0.699	2.704	22.614	22.136	8.307	1.365
1	006842	15:59:35,938.405.550	546	-1.266	-25.059	1.590	4.339	31.566	15.532	10.786	0.514
1	006849	15:59:35,980.156.130	258	-1.449	41.422	1.153	2.584	32.132	23.527	9.455	0.822
1	006875	15:59:36,082.249.940	327	-7.340	56.496	1.076	3.001	21.139	7.626	3.529	0.369
1	006893	15:59:36,183.965.680	134	0.941	15.411	1.089	2.390	30.251	11.221	2.957	0.380
1	006909	15:59:36,252.130.290	1093	55.328	-664.296	1.697	6.547	17.101	12.005	35.540	0.778
1	006920	15:59:36,303.689.600	296	0.391	-34.512	1.833	3.226	34.217	32.143	11.058	1.221
1	006951	15:59:36,476.482.940	829	-0.076	-23.180	1.999	5.730	23.225	23.113	49.484	1.473
1	006952	15:59:36,479.339.560	61	-2.569	-45.134	1.193	1.551	16.378	16.370	3.375	1.539
1	006960	15:59:36,502.350.640	293	-1.258	44.342	1.472	2.775	31.270	27.592	12.782	1.081
1	006976	15:59:36,601.057.760	46	-2.256	66.896	1.195	1.528	29.737	27.113	2.953	1.148
1	006987	15:59:36,647.260.310	81	-0.576	-21.989	1.435	1.720	19.180	19.056	4.368	1.457
1	007001	15:59:36,703.153.040	94	0.315	3.359	1.235	2.933	25.726	3.204	1.664	0.125
1	007013	15:59:36,753.782.600	63	0.402	-7.943	0.986	2.696	7.877	7.370	7.958	1.210
1	007044	15:59:36,928.721.100	348	0.645	-26.790	1.384	5.104	30.941	22.510	15.997	0.815
1	007050	15:59:36,967.078.690	81	2.509	-81.070	1.197	2.301	30.250	30.012	6.727	1.445
1	007070	15:59:37,064.192.460	168	-0.260	24.192	1.706	3.253	23.585	23.413	12.464	1.450
1	007074	15:59:37,087.345.210	1188	0.141	6.307	1.538	9.455	9.149	6.245	53.839	0.751
1	007082	15:59:37,116.284.840	26501	0.506	-35.803	2.128	2.868	34.155	31.952	34.609	1.210
1	007088	15:59:37,153.166.330	95	0.431	-25.301	0.797	2.394	24.704	23.233	8.011	1.224
1	007151	15:59:37,428.607.340	219	2.266	-61.021	1.511	2.846	26.641	24.636	10.132	1.180
1	007156	15:59:37,448.346.250	142	-1.729	8.101	1.026	4.497	17.656	4.055	2.426	0.232
1	007158	15:59:37,465.090.060	330	0.119	-17.027	1.302	8.581	18.479	16.909	67.420	1.156
1	007162	15:59:37,505.664.930	136	-1.377	-20.465	0.524	7.375	21.908	12.027	22.889	0.581
1	007233	15:59:37,914.180.240	137	-0.251	6.382	1.246	4.801	7.662	6.189	20.151	0.940
1	007256	15:59:38,001.512.380	244	1.306	-11.499	1.827	6.520	28.392	6.991	8.800	0.249
1	007277	15:59:38,115.109.080	719	-0.912	4.740	1.747	3.171	27.373	3.503	7.125	0.128
1	007280	15:59:38,145.055.750	106	-2.340	-53.616	0.908	2.028	24.784	21.068	2.773	1.016
1	007282	15:59:38,146.797.760	73	0.110	-12.215	0.724	3.843	14.747	12.142	9.891	0.967
1	007310	15:59:38,261.663.320	411	1.450	-59.502	1.811	4.924	34.826	33.782	18.441	1.325
1	007316	15:59:38,282.854.650	155	-0.172	-5.505	1.132	4.552	6.403	5.425	16.455	1.011
1	007325	15:59:38,300.893.420	244	-0.510	13.558	4.748	8.713	26.072	12.077	36.309	0.482
1	007348	15:59:38,445.334.610	4204	13.882	-382.538	2.367	4.321	32.884	27.485	55.014	0.990
1	007384	15:59:38,620.854.690	134	-6.965	132.387	1.827	9.459	24.229	18.815	33.483	0.889
1	007402	15:59:38,696.043.290	115	0.155	3.349	1.589	2.536	19.375	3.310	3.201	0.172
1	007403	15:59:38,696.780.260	196	-0.633	1.256	1.269	3.470	5.088	1.061	3.180	0.210
1	007408	15:59:38,714.338.620	114	-0.691	28.748	1.041	4.091	24.436	23.653	19.066	1.317
1	007496	15:59:39,141.646.380	51	-0.603	10.979	0.863	2.260	31.041	9.400	1.329	0.308
1	007514	15:59:39,241.401.030	76	-6.321	175.397	0.931	2.009	29.977	27.409	4.107	1.154
1	007521	15:59:39,292.547.180	230	-0.490	8.826	1.512	8.219	22.890	7.926	15.709	0.354
1	007532	15:59:39,371.606.000	145	-0.246	-23.757	1.015	3.011	23.480	23.069	13.862	1.383
1	007544	15:59:39,468.737.320	78	-0.445	7.061	0.795	4.816	7.462	6.451	24.105	1.044
1	007569	15:59:39,591.134.490	42	-1.344	-0.741	1.051	1.946	18.108	0.442	1.140	0.024
1	007588	15:59:39,724.583.150	162	-0.777	-10.703	1.308	2.547	28.023	8.452	3.383	0.306
1	007616	15:59:39,874.524.970	89	-2.573	-5.577	1.529	1.916	20.176	2.021	3.642	0.100
1	007658	15:59:40,092.094.210	137	2.011	-18.950	1.175	1.893	14.455	8.439	1.860	0.623
1	007660	15:59:40,101.240.420	141	-1.499	37.699	0.961	4.480	21.444	20.917	24.405	1.349
1	007672	15:59:40,164.710.970	126	0.047	2.829	1.539	11.833	17.715	2.826	5.928	0.160
1	007709	15:59:40,404.031.470	4398	0.523	-34.570	1.735	2.377	33.206	30.639	27.071	1.175
1	007735	15:59:40,543.215.610	41	3.079	19.126	0.924	1.983	10.320	5.908	2.390	0.610
1	007745	15:59:40,603.054.700	115	0.482	-27.416	1.804	4.567	25.444	24.695	22.703	1.328
1	007748	15:59:40,611.884.620	119	2.247	41.543	1.378	1.501	20.403	16.890	3.795	0.975
1	007771	15:59:40,703.269.540	71	0.528	18.520	1.284	1.737	16.979	16.378	4.414	1.304
1	007773	15:59:40,708.496.550	208	1.571	39.335	1.435	2.506	24.291	21.118	6.629	1.054
1	007808	15:59:40,907.173.380	98	-0.333	14.192	1.444	1.608	16.147	13.466	4.116	0.986
1	007813	15:59:40,928.185.150	233	-1.134	-22.051	1.424	2.624	30.967	14.584	3.684	0.490
1	007814	15:59:40,947.641.650	125	0.198	1.951	2.896	12.453	23.635	1.914	10.990	0.081
1	007815	15:59:40,952.755.320	49	7.593	19.898	0.000	2.782	3.854	2.598	5.112	0.740
1	007818	15:59:40,977.434.390	126	0.662	16.297	0.900	4.781	15.378	13.586	21.199	1.083
1	007832	15:59:41,043.615.820	311	-0.327	-14.620	1.325	2.808	18.323	13.897	8.475	0.861
1	007853	15:59:41,146.004.730	300	2.684	-85.786	0.756	3.737	34.515	29.948	12.550	1.051
1	007855	15:59:41,165.767.520	481	0.603	-35.086	1.812	2.702	34.183	30.044	14.058	1.074
1	007965	15:59:41,674.455.460	397	0.731	-43.526	1.191	3.144	35.155	35.139	17.747	1.541
1	007976	15:59:41,732.273.520	235	3.715	97.301	1.466	3.920	28.723	25.293	16.805	1.077
1	007977	15:59:41,743.998.030	400	0.551	-1.478	1.615	2.641	1.342	1.294	12.974	1.304
1	007990	15:59:41,852.646.690	1973	0.559	-38.209	2.349	3.847	33.535	33.355	18.239	1.467
1	008034	15:59:42,160.373.300	49	1.210	13.044	1.143	1.630	24.815	8.311	1.431	0.342
1	008039	15:59:42,188.605.490	74	-2.360	53.384	1.641	5.145	21.128	20.827	21.911	1.402
1	008073	15:59:42,405.939.220	273	-1.583	46.645	1.535	2.991	28.327	24.911	12.065	1.075
1	008083	15:59:42,479.782.720	54	-0.132	4.427	1.286	2.236	5.100	4.389	4.466	1.036
1	008088	15:59:42,505.002.990	261	51.288	-904.358	1.537	2.790	32.586	17.630	6.778	0.572
1	008140	15:59:42,754.032.530	75	-3.570	35.436	2.042	5.234	12.437	9.558	14.982	0.877
1	008141	15:59:42,767.268.520	210	1.564	46.848	0.792	4.965	30.258	25.236	19.479	0.986
1	008168	15:59:42,921.834.860	109	-8.684	-166.827	1.588	2.200	21.123	19.085	5.977	1.128
1	008200	15:59:43,081.638.750	73	2.805	-20.026	1.041	8.941	11.185	6.725	28.668	0.645
1	008217	15:59:43,194.503.950	49	-0.131	-18.157	1.134	1.660	19.765	18.002	2.992	1.145
1	008229	15:59:43,225.754.690	90	-0.670	-13.206	1.032	2.146	26.251	10.970	2.270	0.431
1	008252	15:59:43,420.176.580	88	5.884	135.940	0.889	1.922	23.877	22.776	4.295	1.266
1	008286	15:59:43,573.266.460	235	9.038	122.438	1.337	6.584	24.182	13.464	19.510	0.591
1	008291	15:59:43,586.730.590	150	0.109	-18.748	1.736	3.173	18.969	18.638	10.325	1.384
1	008300	15:59:43,623.860.300	236	1.829	32.803	1.417	3.595	21.717	15.735	11.393	0.810
1	008306	15:59:43,662.506.370	185	-2.704	2.601	1.537	2.135	0.903	0.902	6.542	1.531
1	008329	15:59:43,805.578.840	300	1.008	-5.195	1.181	4.542	24.911	3.658	2.825	0.147
1	008356	15:59:43,903.329.980	264	-1.844	-53.440	1.914	2.608	25.477	25.477	8.721	1.569
1	008363	15:59:43,916.553.380	212	-0.289	7.246	1.350	4.331	16.904	6.960	6.153	0.424
1	008374	15:59:43,984.889.050	122	-4.607	71.038	1.364	2.663	15.068	15.067	5.731	1.562
1	008380	15:59:44,026.981.100	156	0.313	-1.861	4.148	10.189	22.703	1.776	18.736	0.078
1	008390	15:59:44,083.274.190	109	0.312	23.780	1.279	2.775	32.739	22.703	5.850	0.766
1	008410	15:59:44,188.058.530	266	-3.817	-5.837	1.183	6.915	2.476	1.479	19.686	0.640
1	008421	15:59:44,232.897.700	400	-1.673	-54.619	1.756	7.891	28.044	28.028	86.461	1.536
1	008429	15:59:44,263.119.120	221	1.300	1.723	1.998	3.343	25.346	1.051	7.902	0.041
1	008430	15:59:44,268.651.730	72	0.304	0.718	1.044	6.648	1.990	0.687	4.960	0.352
1	008436	15:59:44,313.144.200	92	2.563	-9.340	1.257	1.793	29.849	3.395	1.666	0.114
1	008447	15:59:44,359.817.400	174	-0.735	6.237	1.077	2.577	11.039	5.025	4.258	0.473
1	008460	15:59:44,453.201.430	149	0.806	-3.284	0.919	8.536	14.058	2.557	4.345	0.183
1	008480	15:59:44,570.555.760	48	-1.064	14.238	0.848	12.791	17.334	9.749	50.081	0.597
1	008488	15:59:44,621.760.020	132	0.577	29.665	1.044	2.264	26.987	25.698	8.213	1.260
1	008544	15:59:44,883.309.030	180	-0.176	26.441	1.079	3.962	30.545	26.039	13.864	1.021
1	008560	15:59:44,992.897.440	100	0.238	-22.523	1.137	3.190	27.524	21.909	7.488	0.921
1	008612	15:59:45,203.865.500	651	-3.268	43.151	2.753	6.289	33.607	12.624	18.433	0.385
1	008617	15:59:45,247.350.010	353	0.738	-1.361	0.932	8.306	1.748	1.095	37.546	0.677
1	008632	15:59:45,318.321.480	1440	1.668	-24.190	2.165	6.049	17.737	12.439	32.117	0.777
1	008639	15:59:45,344.304.410	282	-0.656	8.810	0.933	4.247	32.577	7.368	3.933	0.228
1	008642	15:59:45,361.290.520	81	9.708	20.944	1.294	3.979	28.329	2.146	1.595	0.076
1	008656	15:59:45,442.632.650	120	0.654	-22.137	1.182	2.427	29.469	18.530	3.556	0.680
1	008696	15:59:45,658.989.370	67	1.890	-32.278	1.003	2.594	15.386	15.093	9.140	1.375
1	008701	15:59:45,715.270.620	129	1.174	10.996	1.144	2.831	12.283	7.129	4.713	0.619
1	008709	15:59:45,734.537.930	136	1.287	-44.254	0.870	2.076	30.130	27.153	2.964	1.122
1	008712	15:59:45,751.439.060	132	0.228	-12.265	1.193	2.169	18.115	11.958	3.900	0.721
1	008733	15:59:45,838.244.250	114	-2.206	-31.187	1.604	10.682	13.098	12.876	146.259	1.386
1	008736	15:59:45,843.261.440	203	1.738	-13.653	2.823	8.024	21.729	6.810	19.865	0.319
1	008741	15:59:45,869.350.660	127	-0.162	-9.950	1.268	3.124	21.369	9.822	3.459	0.478
1	008749	15:59:45,918.116.480	56	-1.995	19.361	0.809	5.516	11.442	8.674	13.765	0.860
1	008844	15:59:46,416.107.970	72	-0.119	0.995	1.531	1.909	12.933	0.988	2.764	0.076
1	008859	15:59:46,505.634.640	59	10.779	-79.235	1.510	1.841	16.519	7.319	3.028	0.459
1	008861	15:59:46,514.206.610	76	0.253	1.565	0.852	6.320	1.934	1.517	23.217	0.902
1	008882	15:59:46,602.319.450	787	-8.538	-22.616	1.586	3.492	14.454	2.631	6.420	0.183
1	008886	15:59:46,610.655.700	150	-0.222	8.249	1.098	2.457	15.566	8.052	3.408	0.544
1	008897	15:59:46,655.197.760	453	2.336	25.094	1.879	4.768	30.645	9.877	11.092	0.328
1	008941	15:59:46,916.044.900	792	-0.236	-6.979	1.660	3.559	19.813	6.792	7.792	0.350
1	008942	15:59:46,917.213.240	70	0.119	2.037	1.188	5.035	2.480	2.022	18.326	0.954
1	008958	15:59:46,977.043.970	188	1.054	14.712	1.235	3.906	22.455	10.125	6.237	0.468
1	008964	15:59:47,007.266.900	219	0.480	16.722	1.073	6.356	15.473	15.077	39.125	1.344
1	008980	15:59:47,095.782.950	464	0.551	-29.637	1.363	2.250	26.175	25.956	7.869	1.441
1	008998	15:59:47,183.058.770	123	-0.334	7.359	1.329	8.846	13.717	6.981	25.323	0.534
1	009024	15:59:47,291.332.050	42	-12.027	245.668	0.906	1.852	27.500	20.355	3.375	0.833
1	009036	15:59:47,324.648.410	64	2.079	4.229	1.165	1.915	32.971	1.833	1.255	0.056
1	009058	15:59:47,440.542.540	45	0.794	9.976	1.083	2.004	27.792	7.814	1.648	0.285
1	009062	15:59:47,467.880.310	106	5.103	-85.580	0.784	2.024	24.168	16.459	3.451	0.749
1	009074	15:59:47,513.553.260	448	0.601	-38.874	1.266	4.098	34.553	33.317	15.048	1.303
