Nrun	ID	Time	Size	A	B	Width	Length	Dis	Miss	Azwidth	Alpha
1	009104	15:59:47,700.735.520	55	-0.132	-6.049	1.144	1.626	18.748	5.997	1.356	0.326
1	009115	15:59:47,734.238.390	1064	1.327	33.046	1.482	5.827	21.527	19.885	42.134	1.178
1	009125	15:59:47,782.904.830	394	0.403	-36.296	1.421	2.621	34.490	33.665	4.989	1.352
1	009130	15:59:47,799.852.220	466	-1.617	14.544	2.483	4.938	24.504	7.651	12.592	0.318
1	009137	15:59:47,841.580.900	83	-5.574	16.236	0.940	2.863	20.851	2.867	1.140	0.138
1	009164	15:59:47,961.672.660	62	-1.213	4.246	0.852	2.104	3.199	2.700	4.059	1.005
1	009180	15:59:48,020.623.330	217	-0.632	7.852	1.649	6.248	17.097	6.637	10.797	0.399
1	009218	15:59:48,198.776.350	466	0.811	-44.617	1.835	4.573	34.684	34.655	20.217	1.530
1	009221	15:59:48,217.696.310	49	3.891	-31.859	0.875	2.225	8.761	7.929	4.547	1.132
1	009258	15:59:48,386.552.730	66	-0.135	-1.543	1.043	1.858	25.864	1.529	1.132	0.059
1	009273	15:59:48,439.934.370	62	0.785	7.695	1.019	2.429	25.172	6.053	1.513	0.243
1	009303	15:59:48,619.116.170	64	-1.048	12.343	1.219	10.289	16.748	8.522	24.585	0.534
1	009342	15:59:48,810.887.980	62	-2.955	-48.174	1.103	1.653	29.788	15.442	1.602	0.545
1	009370	15:59:48,935.786.540	152	0.716	-3.940	1.742	8.082	10.854	3.204	9.174	0.300
1	009387	15:59:49,044.907.610	98	2.469	57.446	1.162	2.565	26.595	21.569	4.629	0.946
1	009403	15:59:49,087.905.150	255	0.197	8.508	1.341	3.553	12.074	8.347	7.748	0.763
1	009405	15:59:49,096.043.510	2044	-0.421	-11.984	2.503	10.735	24.565	11.046	37.267	0.466
1	009407	15:59:49,100.962.250	140	0.400	-19.358	0.952	1.838	20.359	17.976	3.837	1.082
1	009458	15:59:49,337.369.840	325	1.094	-52.608	0.628	2.415	35.933	35.502	8.440	1.416
1	009472	15:59:49,399.924.710	196	-107.511	-1054.728	1.439	11.024	10.393	9.810	155.023	1.234
1	009508	15:59:49,606.392.830	216	1.958	-12.860	1.275	3.140	10.788	5.850	6.887	0.573
1	009509	15:59:49,609.596.140	165	-0.571	29.206	1.526	4.330	26.534	25.363	20.011	1.273
1	009511	15:59:49,612.559.990	103	0.003	-13.070	1.100	20.126	20.290	13.070	201.694	0.700
1	009516	15:59:49,639.540.460	824	-0.952	-12.090	1.864	3.712	20.650	8.756	10.617	0.438
1	009555	15:59:49,861.336.170	387	1.076	-52.772	0.625	4.321	36.501	35.920	22.059	1.392
1	009577	15:59:49,992.228.930	70	-1.056	-37.218	0.997	2.104	35.293	25.588	3.069	0.811
1	009599	15:59:50,076.269.020	142	-7.455	-198.433	1.068	2.885	30.844	26.382	9.457	1.026
1	009610	15:59:50,142.546.580	156	0.660	19.670	1.075	1.730	21.683	16.420	3.787	0.859
1	009615	15:59:50,162.980.690	474	-1.823	15.823	2.524	6.316	33.605	7.611	17.983	0.228
1	009620	15:59:50,182.970.200	298	-4.079	-70.557	1.569	3.846	32.313	16.802	8.099	0.547
1	009625	15:59:50,223.962.550	63	1.194	21.717	1.050	1.766	20.155	13.942	2.106	0.764
1	009636	15:59:50,260.089.980	436	-2.017	-53.594	1.434	4.525	24.719	23.808	26.065	1.299
1	009637	15:59:50,260.306.330	1514	2.203	-19.655	2.228	4.432	12.868	8.126	20.086	0.683
1	009658	15:59:50,338.853.850	1573	-0.231	-33.572	1.755	6.661	33.037	32.712	63.263	1.430
1	009659	15:59:50,339.812.500	62	-2.507	-48.485	1.023	1.805	29.236	17.965	1.947	0.662
1	009690	15:59:50,503.461.570	900	-0.680	22.484	1.443	9.737	18.596	18.595	124.659	1.558
1	009703	15:59:50,548.803.760	98	0.152	9.455	1.015	2.627	29.216	9.347	1.330	0.326
1	009721	15:59:50,620.133.100	984	-1.297	-6.966	2.044	5.200	25.234	4.252	10.126	0.169
1	009723	15:59:50,628.243.830	96	-0.180	4.688	1.414	6.045	5.873	4.614	20.981	0.904
1	009749	15:59:50,768.459.280	116	0.581	-1.241	2.043	12.249	19.640	1.073	7.230	0.055
1	009772	15:59:50,878.034.610	151	-1.941	-44.237	1.114	3.944	26.298	20.264	10.265	0.880
1	009784	15:59:50,961.588.470	414	0.450	14.871	1.390	2.667	13.793	13.561	9.751	1.387
1	009785	15:59:50,963.904.820	55	-0.132	22.695	1.214	1.526	22.500	22.500	3.376	1.569
1	009788	15:59:50,973.498.220	73	-0.730	-17.743	1.253	2.264	19.011	14.332	3.324	0.854
1	009799	15:59:51,048.037.350	47	0.783	-4.835	1.101	1.996	11.452	3.808	1.381	0.339
1	009816	15:59:51,135.480.420	285	0.167	17.954	1.370	7.477	23.286	17.709	40.893	0.864
1	009824	15:59:51,187.356.390	104	-0.325	6.443	1.540	8.823	15.622	6.128	13.835	0.403
1	009833	15:59:51,237.397.280	151	7.773	-177.050	1.210	2.227	25.370	22.591	7.461	1.098
1	009863	15:59:51,402.845.780	64	1.023	-3.905	1.624	2.232	27.367	2.729	2.905	0.100
1	009925	15:59:51,705.693.850	192	0.054	1.826	1.416	3.249	19.109	1.823	3.863	0.096
1	009927	15:59:51,713.235.810	88	1.091	-3.860	1.066	1.725	17.248	2.609	1.715	0.152
1	009953	15:59:51,865.708.610	101	-1.638	46.280	1.195	2.429	26.320	24.114	7.815	1.158
1	009991	15:59:52,013.516.120	215	0.235	-17.726	1.626	4.065	23.143	17.256	12.359	0.841
1	010006	15:59:52,097.464.130	177	1.416	24.295	1.491	1.709	31.468	14.012	3.042	0.461
1	010014	15:59:52,134.899.720	728	-0.173	-15.381	1.522	6.599	15.216	15.155	68.288	1.481
1	010061	15:59:52,360.594.440	331	0.418	-12.584	1.748	2.364	19.580	11.611	5.140	0.635
1	010079	15:59:52,424.286.750	135	11.740	355.677	1.268	1.595	30.187	30.187	4.493	1.569
1	010087	15:59:52,447.442.520	45	-0.480	-3.539	0.907	2.174	25.788	3.190	1.170	0.124
1	010097	15:59:52,492.842.550	596	0.640	-41.218	1.954	3.679	35.289	34.712	17.756	1.390
1	010111	15:59:52,555.503.450	74	0.357	15.816	0.752	2.333	17.537	14.898	3.445	1.015
1	010129	15:59:52,641.540.460	118	-2.357	25.861	3.269	8.379	23.923	10.100	23.454	0.436
1	010135	15:59:52,689.746.030	318	-0.028	-15.311	1.842	2.436	22.655	15.305	7.064	0.742
1	010138	15:59:52,704.500.200	72	0.861	-5.910	1.300	1.757	7.473	4.478	3.374	0.643
1	010193	15:59:52,976.151.910	73	2.637	-49.444	1.113	2.168	20.105	17.532	6.216	1.059
1	010195	15:59:52,983.380.880	319	-0.580	9.922	2.534	3.752	22.272	8.582	10.733	0.396
1	010204	15:59:53,004.460.710	70	0.896	-3.989	1.113	15.268	17.670	2.972	6.615	0.169
1	010212	15:59:53,030.019.470	53	-0.687	-8.091	1.227	2.083	8.248	6.667	3.642	0.941
1	010216	15:59:53,066.521.070	48	0.568	-0.763	1.541	1.780	25.907	0.663	3.375	0.026
1	010217	15:59:53,068.387.940	842	0.327	11.029	2.376	3.526	17.582	10.483	16.430	0.639
1	010224	15:59:53,104.032.710	485	0.766	-43.380	1.544	3.555	34.472	34.431	26.665	1.522
1	010228	15:59:53,120.258.470	47	-0.553	2.701	1.051	2.423	15.351	2.363	1.175	0.155
1	010232	15:59:53,148.734.930	56	0.032	14.047	0.942	2.652	30.176	14.040	2.153	0.484
1	010236	15:59:53,161.424.360	118	1.465	-8.875	1.139	1.677	13.132	5.004	1.637	0.391
1	010259	15:59:53,310.352.610	116	2.503	-48.293	0.873	3.959	17.972	17.919	18.472	1.493
1	010271	15:59:53,363.954.050	83	-2.010	-15.124	1.037	1.691	10.536	6.736	1.895	0.694
1	010273	15:59:53,368.273.770	160	-10.532	220.720	1.415	3.458	21.792	20.863	15.799	1.278
1	010275	15:59:53,376.584.990	86	-0.806	10.205	1.580	6.208	19.364	7.945	9.003	0.423
1	010319	15:59:53,534.337.040	100	-0.697	18.478	0.840	2.097	22.529	15.157	2.357	0.738
1	010332	15:59:53,584.927.150	131	-6.230	37.601	1.261	1.825	28.229	5.959	3.076	0.213
1	010345	15:59:53,634.153.340	500	-10.149	-247.078	1.546	2.964	31.653	24.227	11.630	0.872
1	010353	15:59:53,657.305.600	82	-0.491	10.865	1.232	2.354	31.053	9.751	1.995	0.319
1	010359	15:59:53,679.135.490	391	2.279	-27.914	1.576	3.153	11.263	11.216	18.255	1.480
1	010389	15:59:53,899.600.940	61	0.738	-26.706	0.873	2.191	23.334	21.483	4.305	1.170
1	010391	15:59:53,905.084.790	202	-0.090	5.532	1.742	8.688	20.370	5.510	10.094	0.274
1	010415	15:59:54,039.937.910	54	-2.180	51.516	1.095	1.708	30.665	21.476	2.312	0.776
1	010450	15:59:54,184.409.290	157	3.390	-39.437	1.218	2.452	25.574	11.157	4.046	0.451
1	010493	15:59:54,403.178.420	84	1.365	32.515	1.364	2.320	22.477	19.212	6.068	1.025
1	010514	15:59:54,480.795.440	78	2.931	-71.546	1.075	2.194	24.907	23.099	6.898	1.188
1	010527	15:59:54,526.326.430	1009	0.630	-39.280	2.775	4.534	33.286	33.231	38.181	1.513
1	010537	15:59:54,610.447.550	167	-2.369	-39.342	1.058	2.536	21.395	15.298	4.905	0.797
1	010547	15:59:54,669.393.460	47	-0.143	19.564	1.090	1.764	28.405	19.367	2.195	0.750
1	010578	15:59:54,814.805.210	1461	-0.396	2.655	2.030	5.525	22.762	2.469	9.615	0.109
1	010596	15:59:54,892.055.600	104	0.456	-8.695	1.164	1.805	18.993	7.910	2.199	0.430
1	010610	15:59:54,970.305.150	97	-0.736	-7.149	0.986	2.937	7.793	5.758	6.233	0.831
1	010627	15:59:55,070.429.800	51	-2.767	80.398	1.201	1.493	29.684	27.326	2.953	1.169
1	010652	15:59:55,245.376.370	104	-1.394	50.059	1.251	2.787	29.447	29.176	9.899	1.435
1	010660	15:59:55,270.591.620	256	2.784	4.858	1.654	2.787	21.286	1.642	4.631	0.077
1	010664	15:59:55,314.756.040	212	-6.662	-8.140	1.136	5.059	28.008	1.208	2.070	0.043
1	010667	15:59:55,319.127.950	49	-1.182	17.967	0.927	2.058	13.412	11.607	3.991	1.046
1	010679	15:59:55,399.518.600	384	0.691	-41.598	1.049	3.322	34.837	34.224	12.971	1.383
1	010681	15:59:55,424.849.110	79	1.982	-25.754	0.890	2.289	14.192	11.599	4.260	0.957
1	010698	15:59:55,477.473.260	485	2.109	33.982	1.129	4.429	14.562	14.561	37.064	1.556
1	010719	15:59:55,593.353.680	70	-2.455	-0.329	1.044	6.619	13.733	0.124	1.501	0.009
1	010723	15:59:55,614.197.110	91	0.836	27.715	1.141	2.258	26.256	21.262	5.484	0.944
1	010730	15:59:55,647.210.100	50	0.238	-21.079	1.042	2.013	21.673	20.505	4.570	1.241
1	010741	15:59:55,681.285.680	264	-0.164	-32.227	1.669	3.530	32.388	31.804	15.601	1.381
1	010742	15:59:55,683.245.630	294	0.464	-15.655	1.269	6.486	14.909	14.201	51.433	1.261
1	010756	15:59:55,752.303.860	49	0.048	-13.302	1.041	2.143	23.443	13.287	2.984	0.603
1	010777	15:59:55,904.031.180	107	-5.741	163.081	1.336	2.785	28.593	27.987	9.371	1.365
1	010782	15:59:55,941.739.450	249	24.469	-591.595	1.284	2.370	25.417	24.157	10.878	1.255
1	010801	15:59:56,062.113.760	104	4.601	126.909	1.033	1.999	27.299	26.956	4.334	1.412
1	010832	15:59:56,196.037.620	55	-1.626	-19.197	1.157	2.077	11.008	10.055	5.160	1.152
1	010834	15:59:56,206.753.320	549	0.622	-3.654	1.540	4.104	3.452	3.103	17.541	1.117
1	010837	15:59:56,231.885.210	338	1.039	-48.568	1.481	3.821	33.727	33.682	15.161	1.519
1	010883	15:59:56,570.721.090	141	-1.214	17.316	1.063	2.078	26.959	11.008	3.433	0.421
1	010927	15:59:56,823.521.500	146	5.992	-46.217	1.420	10.372	28.785	7.608	8.423	0.267
1	010969	15:59:57,006.284.110	85	24.656	-42.392	3.367	14.807	6.997	1.718	19.519	0.248
1	010999	15:59:57,177.787.490	71	-2.498	-32.405	1.095	2.788	22.801	12.042	3.311	0.556
1	011022	15:59:57,312.931.970	2430	5.060	-38.113	2.438	10.551	26.785	7.390	23.621	0.280
1	011058	15:59:57,507.100.900	581	0.948	-48.551	0.923	4.461	35.239	35.233	16.269	1.553
1	011061	15:59:57,514.672.930	645	-0.435	-18.233	1.767	3.400	25.466	16.718	13.186	0.716
1	011064	15:59:57,550.750.630	150	-0.060	19.997	1.370	2.487	28.027	19.961	3.888	0.793
1	011070	15:59:57,567.981.660	178	0.898	-20.464	2.482	3.236	29.956	15.226	9.682	0.533
1	011100	15:59:57,747.606.990	241	10.547	46.324	1.526	2.994	14.790	4.373	4.023	0.300
1	011141	15:59:58,014.544.070	108	1.377	47.497	0.745	2.959	28.260	27.906	13.062	1.412
1	011152	15:59:58,081.380.510	1495	2.467	-77.137	3.408	4.240	32.730	28.975	21.805	1.087
1	011171	15:59:58,180.852.020	236	1.505	-45.055	1.277	5.638	26.898	24.936	36.055	1.187
1	011188	15:59:58,279.337.370	94	1.125	-24.718	1.629	5.560	27.632	16.423	10.641	0.636
1	011209	15:59:58,374.235.180	638	1.836	-30.811	2.310	3.358	15.502	14.739	13.828	1.256
1	011213	15:59:58,401.790.590	112	-1.102	18.353	1.132	1.621	23.898	12.336	1.984	0.542
1	011222	15:59:58,499.997.130	61	1.998	-13.124	0.932	10.635	8.997	5.873	38.896	0.711
1	011291	15:59:58,902.468.930	1221	-3.113	57.451	2.594	7.936	32.702	17.573	46.575	0.567
1	011297	15:59:58,934.344.270	71	0.148	12.853	0.872	1.987	13.491	12.714	4.751	1.230
1	011298	15:59:58,937.313.730	48	-2.765	24.833	1.144	1.613	26.721	8.447	1.291	0.322
1	011353	15:59:59,188.781.600	286	-3.220	50.778	4.608	8.615	32.179	15.058	40.531	0.487
1	011385	15:59:59,384.592.060	6257	1.030	-47.392	1.612	3.207	33.086	33.018	26.771	1.507
1	011404	15:59:59,477.361.200	66	-0.448	7.392	0.812	7.433	9.083	6.746	29.534	0.837
1	011437	15:59:59,660.630.910	208	0.298	-25.606	1.350	3.716	25.480	24.543	19.711	1.299
1	011462	15:59:59,750.427.710	46	2.790	41.614	1.118	1.977	15.024	14.041	4.624	1.207
1	011476	15:59:59,829.549.430	95	-7.602	177.273	0.877	1.843	26.238	23.121	4.404	1.078
1	011496	15:59:59,927.785.790	128	0.015	-5.282	1.493	3.077	18.517	5.281	3.644	0.289
1	011500	15:59:59,945.440.710	129	1.740	-54.828	2.668	3.762	27.487	27.323	17.102	1.462
1	011502	15:59:59,952.200.420	125	1.436	-11.604	1.601	2.329	7.441	6.631	5.581	1.100
1	011508	15:59:59,959.926.630	202	-2.798	-58.157	1.442	4.579	19.692	19.573	26.391	1.461
1	011509	15:59:59,963.028.250	155	1.602	22.439	1.145	2.887	25.091	11.883	3.443	0.493
1	011511	15:59:59,967.916.750	185	9.754	186.516	1.243	2.303	23.992	19.022	5.909	0.915
1	011526	16:00:00,040.299.940	48	-2.301	31.672	1.060	1.791	26.527	12.622	1.602	0.496
1	011540	16:00:00,095.380.190	192	-0.569	10.551	1.321	2.635	14.071	9.170	5.081	0.710
1	011545	16:00:00,103.014.050	201	1.791	-8.532	2.810	8.105	17.137	4.159	12.282	0.245
1	011592	16:00:00,349.207.630	158	-0.752	6.726	0.569	2.131	31.586	5.377	1.284	0.171
1	011642	16:00:00,542.618.850	93	0.816	-26.461	1.049	2.845	22.331	20.502	10.267	1.163
1	011646	16:00:00,571.096.400	91	-1.670	-36.003	1.461	2.431	21.837	18.496	5.461	1.010
1	011655	16:00:00,613.660.300	78	-0.380	-5.705	1.113	2.213	27.827	5.333	2.413	0.193
1	011658	16:00:00,628.677.200	1309	0.686	21.936	2.754	4.024	18.444	18.089	27.945	1.374
1	011674	16:00:00,695.735.990	87	4.497	-89.945	0.704	3.050	23.176	19.525	7.413	1.002
1	011676	16:00:00,706.924.470	378	0.332	-24.895	1.464	2.599	25.845	23.629	11.800	1.154
1	011684	16:00:00,742.563.450	64	-2.768	-12.056	0.928	1.802	7.536	4.096	1.886	0.575
1	011717	16:00:00,881.780.660	215	0.965	-47.779	1.331	2.741	34.441	34.374	12.519	1.508
1	011749	16:00:01,033.291.460	61	0.183	2.677	0.728	2.441	14.342	2.634	0.752	0.185
1	011762	16:00:01,105.604.130	71	0.213	-25.246	1.207	2.346	25.001	24.694	6.610	1.414
1	011817	16:00:01,399.858.020	143	-1.599	48.770	0.850	1.442	32.770	25.861	1.750	0.909
1	011819	16:00:01,405.504.340	122	-0.381	5.970	2.348	12.305	23.278	5.579	11.221	0.242
1	011828	16:00:01,433.675.450	219	-1.155	-5.923	1.113	9.242	11.360	3.877	12.712	0.348
1	011842	16:00:01,500.870.970	141	0.643	-2.948	1.466	5.556	5.064	2.480	11.271	0.512
1	011848	16:00:01,529.753.000	68	-0.653	8.785	0.198	13.559	22.322	7.356	19.895	0.336
1	011868	16:00:01,673.299.130	182	1.002	-4.851	1.266	11.843	29.581	3.428	4.190	0.116
1	011881	16:00:01,718.763.270	402	-3.063	-87.109	1.776	2.456	28.579	27.036	14.360	1.241
1	011885	16:00:01,736.855.690	268	2.945	-89.515	1.038	2.915	32.556	28.778	6.612	1.084
1	011893	16:00:01,782.342.820	99	2.464	-40.651	1.275	2.802	31.168	15.285	4.261	0.513
1	011896	16:00:01,795.624.470	59	-2.412	62.643	1.105	1.662	27.567	23.995	2.830	1.056
1	011906	16:00:01,843.452.150	3873	3.024	-91.460	3.958	7.195	29.703	28.714	110.692	1.312
1	011925	16:00:01,936.860.810	51	-2.536	21.580	0.996	1.901	17.638	7.917	1.548	0.465
1	011936	16:00:01,988.437.530	429	-0.350	-1.409	1.884	3.575	9.802	1.330	7.193	0.136
1	011937	16:00:01,993.824.440	75	0.780	8.664	0.894	3.480	31.480	6.833	1.266	0.219
1	011947	16:00:02,030.210.240	101	0.628	14.084	0.957	2.963	14.376	11.928	9.177	0.979
1	011996	16:00:02,233.723.250	323	-3.274	38.871	2.686	25.254	21.281	11.354	213.314	0.563
1	012007	16:00:02,278.207.690	193	-0.650	18.146	1.345	1.966	15.537	15.214	5.537	1.367
1	012059	16:00:02,506.946.630	337	4.274	-114.885	2.099	7.100	32.433	26.174	28.820	0.939
1	012126	16:00:02,886.526.620	131	0.421	-0.323	0.689	3.633	16.879	0.298	0.952	0.018
1	012129	16:00:02,891.458.780	159	-1.554	-44.337	0.946	1.789	25.410	23.988	4.934	1.235
1	012131	16:00:02,894.635.410	88	-0.137	4.764	1.886	4.643	4.737	4.720	20.613	1.485
1	012138	16:00:02,928.410.260	228	1.681	-64.419	1.048	3.773	35.691	32.933	17.148	1.175
1	012148	16:00:02,982.033.270	112	-2.200	22.213	2.323	9.669	24.694	9.192	16.717	0.381
1	012163	16:00:03,049.012.750	63	1.666	-10.446	0.959	2.272	5.675	5.376	6.251	1.245
1	012180	16:00:03,149.436.220	70	11.305	-90.294	1.053	13.824	17.445	7.956	29.237	0.474
1	012181	16:00:03,156.297.670	1338	-0.527	35.355	3.672	4.313	32.085	31.276	30.467	1.346
1	012182	16:00:03,157.144.880	76	-13.370	-85.740	0.858	4.131	9.615	6.395	8.417	0.728
1	012194	16:00:03,201.406.630	164	6.524	-19.683	1.066	2.230	7.499	2.982	3.766	0.409
1	012200	16:00:03,248.143.860	2660	-51.089	1173.169	2.600	6.139	31.592	22.959	37.171	0.814
1	012227	16:00:03,386.627.010	209	1.419	35.604	1.340	2.935	24.416	20.506	10.160	0.997
1	012258	16:00:03,523.234.480	109	1.409	-6.435	1.123	2.127	5.944	3.725	3.084	0.677
1	012304	16:00:03,759.251.170	170	0.189	-3.360	1.570	3.419	26.155	3.301	2.882	0.127
1	012323	16:00:03,878.543.320	57	-0.411	2.219	0.981	1.816	24.391	2.053	1.224	0.084
1	012360	16:00:04,057.240.780	239	0.630	-36.239	2.031	4.388	34.540	30.668	17.264	1.093
1	012367	16:00:04,102.482.720	85	0.096	2.062	1.551	2.639	13.244	2.052	3.662	0.156
1	012395	16:00:04,242.820.570	74	-4.831	15.885	0.966	2.311	22.931	3.220	1.099	0.141
1	012399	16:00:04,256.312.170	72	-0.574	-12.486	1.268	2.072	15.414	10.829	2.662	0.779
1	012476	16:00:04,739.869.980	63	0.150	-0.265	1.349	1.792	10.398	0.262	3.374	0.025
1	012483	16:00:04,769.293.860	533	0.654	-29.934	1.711	5.383	32.724	25.056	34.293	0.872
1	012513	16:00:04,951.689.590	248	1.355	16.499	1.514	2.235	18.666	9.796	6.067	0.552
1	012525	16:00:04,981.883.550	100	2.117	-60.573	1.361	3.283	27.493	25.874	11.088	1.226
1	012537	16:00:05,058.514.000	120	1.927	-2.567	0.900	2.374	14.199	1.182	1.079	0.083
1	012544	16:00:05,106.080.300	56	0.343	8.116	1.281	2.270	27.085	7.677	2.150	0.287
1	012555	16:00:05,149.650.400	222	0.551	-4.668	2.089	2.469	5.243	4.088	7.176	0.894
1	012561	16:00:05,169.309.600	305	-1.812	39.209	1.410	2.335	20.743	18.945	8.620	1.151
1	012571	16:00:05,241.779.620	64	-52.105	-1446.804	0.824	1.832	28.798	27.762	4.860	1.302
1	012580	16:00:05,265.491.980	644	0.626	-39.881	1.367	4.713	35.112	33.802	15.817	1.297
1	012594	16:00:05,313.025.870	238	-4.761	47.860	1.761	8.121	24.597	9.839	15.010	0.412
1	012623	16:00:05,427.727.190	74	0.179	9.479	1.128	1.862	28.448	9.330	2.405	0.334
1	012651	16:00:05,547.700.170	349	-3.919	-81.500	1.907	3.311	23.191	20.150	16.133	1.053
1	012675	16:00:05,653.099.990	67	0.256	28.221	0.896	1.860	28.468	27.342	4.650	1.289
1	012678	16:00:05,672.141.080	294	-35.987	909.713	1.142	2.407	33.766	25.269	3.212	0.846
1	012681	16:00:05,684.746.360	447	0.387	-11.712	1.923	2.705	11.514	10.921	12.275	1.248
1	012689	16:00:05,756.173.250	56	0.177	3.977	0.689	2.474	8.783	3.916	1.902	0.462
1	012691	16:00:05,774.256.250	915	-0.726	-2.008	2.655	3.578	31.743	1.624	18.313	0.051
1	012710	16:00:05,849.563.720	178	-0.759	-22.686	1.200	2.503	25.121	18.068	5.433	0.803
1	012721	16:00:05,892.338.150	75	0.414	-17.846	1.236	1.783	20.393	16.488	3.503	0.942
1	012743	16:00:06,001.294.600	64	-1.206	-40.092	0.986	1.852	25.691	25.593	5.052	1.483
1	012744	16:00:06,002.286.970	55	-24.610	597.055	0.869	1.907	26.248	24.240	4.429	1.177
1	012750	16:00:06,025.011.090	83	-0.120	15.423	0.870	1.910	28.568	15.313	1.749	0.566
1	012757	16:00:06,041.120.920	161	0.073	2.414	2.100	10.777	26.030	2.408	7.181	0.093
1	012765	16:00:06,103.889.540	180	-0.067	-5.704	1.105	2.074	7.020	5.691	4.867	0.945
1	012800	16:00:06,305.623.680	223	0.835	34.443	0.899	5.021	28.450	26.435	30.071	1.192
1	012806	16:00:06,357.130.550	438	0.046	-11.524	3.162	7.769	21.865	11.512	29.213	0.554
1	012811	16:00:06,371.291.770	109	0.805	13.235	1.524	2.022	22.190	10.308	3.582	0.483
1	012832	16:00:06,467.449.080	293	-2.181	-8.190	1.946	2.489	23.442	3.413	9.035	0.146
1	012853	16:00:06,584.235.120	52	0.128	-0.742	0.766	2.703	9.137	0.736	0.675	0.081
1	012932	16:00:07,079.309.310	152	5.130	74.325	1.027	2.567	29.375	14.221	4.484	0.505
1	012944	16:00:07,125.223.070	55	1.195	-17.929	1.110	1.664	21.745	11.505	1.842	0.558
1	012960	16:00:07,207.267.720	63	-2.374	-50.428	1.194	1.565	28.377	19.575	2.183	0.761
1	012976	16:00:07,280.752.470	221	0.958	39.029	1.865	3.503	30.098	28.183	17.190	1.212
1	012996	16:00:07,368.322.620	461	3.708	-102.383	0.795	3.656	34.443	26.656	12.256	0.885
1	013011	16:00:07,475.505.570	72	-0.343	23.738	0.841	3.225	24.472	22.451	12.323	1.161
1	013028	16:00:07,549.760.290	183	1.849	-9.782	1.220	4.129	17.069	4.654	3.175	0.276
1	013044	16:00:07,607.790.740	50	81.723	-199.204	0.970	2.209	24.514	2.437	1.239	0.100
1	013077	16:00:07,789.759.650	359	0.002	-5.609	1.550	3.603	16.640	5.609	6.529	0.344
1	013096	16:00:07,885.252.900	108	2.445	-25.940	0.780	2.386	12.915	9.819	5.010	0.864
1	013104	16:00:07,962.448.560	706	-0.219	19.910	1.736	3.396	24.574	19.450	14.385	0.913
1	013108	16:00:07,986.925.190	72	1.243	30.193	1.114	1.677	28.761	18.925	2.151	0.718
1	013118	16:00:08,032.443.760	177	0.499	-1.410	0.747	3.344	17.678	1.262	1.936	0.071
1	013126	16:00:08,063.250.170	144	-1.735	10.600	1.148	2.908	21.092	5.293	2.261	0.254
1	013134	16:00:08,100.768.440	173	-1.587	15.560	1.452	6.476	20.105	8.293	9.824	0.425
1	013196	16:00:08,421.405.950	55	-2.192	40.915	1.102	1.673	19.873	16.985	2.696	1.025
1	013207	16:00:08,475.130.880	44	-0.563	2.894	0.903	2.269	14.971	2.522	1.308	0.169
1	013230	16:00:08,575.205.800	201	0.536	-26.613	1.253	3.734	23.539	23.458	17.600	1.488
1	013239	16:00:08,606.751.440	51	1.386	-12.303	1.112	1.660	7.208	7.198	3.373	1.520
1	013242	16:00:08,625.790.790	1762	1.286	-53.149	1.938	3.269	32.684	32.629	15.500	1.513
1	013256	16:00:08,700.681.350	58	-1.653	17.404	1.334	12.355	17.483	9.008	33.970	0.541
1	013279	16:00:08,796.268.120	184	33.385	15.642	1.189	5.096	6.742	0.468	1.691	0.070
1	013295	16:00:08,849.856.250	60	-0.723	-16.498	1.224	2.128	21.815	13.370	2.782	0.660
1	013297	16:00:08,853.183.800	189	0.974	25.911	1.573	1.989	28.302	18.565	5.598	0.715
1	013298	16:00:08,858.921.380	59	1.307	-29.669	1.122	1.723	18.224	18.029	3.327	1.424
1	013303	16:00:08,881.501.730	72	0.085	11.834	0.934	2.378	16.885	11.792	3.993	0.773
1	013321	16:00:08,957.505.020	493	0.806	15.028	1.715	3.063	11.765	11.701	15.393	1.466
1	013365	16:00:09,176.517.800	125	0.718	-3.056	1.898	7.832	29.606	2.483	6.013	0.084
1	013380	16:00:09,251.206.780	56	1.919	-58.092	1.018	2.436	26.856	26.845	7.257	1.542
1	013392	16:00:09,305.607.180	100	-2.429	55.250	0.912	2.014	22.571	21.033	3.076	1.199
1	013403	16:00:09,351.309.570	80	-1.496	35.984	1.040	1.907	23.670	20.000	3.424	1.006
1	013404	16:00:09,368.782.640	354	-0.609	8.293	1.610	6.744	31.537	7.082	7.389	0.227
1	013425	16:00:09,462.820.180	66	3.954	45.885	1.077	2.652	23.823	11.250	2.744	0.492
1	013428	16:00:09,472.232.500	117	-0.301	22.489	1.405	3.250	25.280	21.532	9.511	1.019
1	013432	16:00:09,494.898.410	446	1.377	-56.246	1.509	5.709	33.563	33.048	22.228	1.395
1	013475	16:00:09,698.187.630	54	1.939	-12.757	0.991	15.571	20.250	5.847	21.339	0.293
1	013479	16:00:09,707.437.070	104	8.758	110.008	0.830	1.921	17.585	12.479	2.439	0.789
1	013509	16:00:09,834.111.060	984	-0.231	-33.845	2.216	2.645	35.860	32.974	11.355	1.167
1	013528	16:00:09,947.546.440	331	0.522	31.115	1.128	2.291	29.630	27.580	7.001	1.197
1	013530	16:00:09,969.846.230	52	0.940	23.381	1.033	2.098	26.734	17.037	2.095	0.691
1	013532	16:00:09,981.642.200	57	-0.339	-19.606	1.020	2.253	27.714	18.569	3.433	0.734
